Period_Index,Price_EUR_MWh,Optimized_Grid_Load_kW,Market_Price_EUR_MWh,Baseline_Load_kW,Net_Grid_Import_kW,PV_Generation_kW,BESS_SoC_kWh,Ambient_Temp_C,BESS_Cell_Temp_C
8053,110.53,0,110.53,900,0,0,96.3728,17,14.7
8054,110.53,0,110.53,900,0,0,96.3728,16.7,14.698
8055,110.53,0,110.53,900,0,0,96.3728,16.4,14.694
8056,110.53,0,110.53,900,0,0,96.3728,16.1,14.689
8057,100.08,15.9,100.08,684.2,0,0,96.3728,15.8,14.682
8058,100.08,0,100.08,301.6,0,0,92.196,15.55,14.674
8059,100.08,0,100.08,150,0,0,92.196,15.3,14.666
8060,100.08,0,100.08,21.7,0,0,92.196,15.05,14.658
8061,88.38,0,88.38,300,0,0,92.196,14.8,14.649
8062,88.38,223,88.38,300,214.6595,0,92.196,14.9,14.639
8063,88.38,300,88.38,300,300,0,90,15,14.627
8064,88.38,191.8,88.38,153.9,191.83,0,90,15.1,14.613
8065,89.33,0,89.33,900,0,0,90,15.2,14.598
8066,89.33,0,89.33,900,0,0,90,15.174999999999999,14.583
8067,89.33,0,89.33,900,0,0,90,15.149999999999999,14.569
8068,89.33,0,89.33,900,0,0,90,15.125,14.555
8069,89.14,0,89.14,900,0,0,90,15.1,14.541
8070,89.14,0,89.14,900,0,0,90,15.025,14.528
8071,89.14,0,89.14,900,0,0,90,14.95,14.515
8072,89.14,0,89.14,900,0,0,90,14.875,14.502
8073,87.95,483.9,87.95,900,483.9383,0,90,14.8,14.489
8074,87.95,537.3,87.95,900,537.3359,0,90,14.700000000000001,14.477
8075,87.95,174,87.95,900,174.0356,0,90,14.600000000000001,14.466
8076,87.95,558.3,87.95,900,558.2969,0,90,14.5,14.454
8077,86.89,900,86.89,900,900,0,90,14.4,14.443
8078,86.89,900,86.89,900,900,0,90,14.3,14.433
8079,86.89,900,86.89,900,900,0,90,14.2,14.423
8080,86.89,900,86.89,900,900,0,90,14.1,14.415
8081,88.69,0,88.69,900,0,0,90,14,14.495
8082,88.69,0,88.69,900,0,0,90,13.825,14.759
8083,88.69,0,88.69,900,0,0,90,13.65,15.203
8084,88.69,0,88.69,900,0,0,90,13.475000000000001,15.823
8085,98.73,0,98.73,900,0,0,90,13.3,16.448
8086,98.73,0,98.73,900,0,0,90,13.15,16.391
8087,98.73,0,98.73,900,0,0,90,13,16.44
8088,98.73,0,98.73,900,0,0,90,12.85,16.604
8089,113.97,0,113.97,439.2,0,0,90,12.7,16.544
8090,113.97,1.6,113.97,300,0,1.6251,90,12.674999999999999,16.675
8091,113.97,3.3,113.97,0,0,3.2503,90,12.649999999999999,16.618
8092,113.97,4.9,113.97,0,0,4.8754,90,12.625,16.711
8093,117.38,0,117.38,0,0,6.5005,90,12.6,16.656
8094,117.38,0,117.38,0,0,21.3976,91.5439,13.025,16.599
8095,117.38,0,117.38,0,0,36.2947,96.6258,13.45,16.538
8096,117.38,0,117.38,0,0,51.1918,105.2458,13.875,16.475
8097,108.84,108.3,108.84,900,0,66.0888,117.4039,14.3,18.284
8098,108.84,150,108.84,893,0,88.0282,106.3084,14.9,18.171
8099,108.84,110,108.84,900,0,109.9675,90,15.5,19.933
8100,108.84,131.9,108.84,885.3,0,131.9068,90,16.1,21.649
8101,100.01,153.8,100.01,533.8,0,153.8462,90,16.7,21.445
8102,100.01,175.8,100.01,183.9,0,175.7855,90,17.275,23.898
8103,100.01,197.7,100.01,300,0,197.7248,90,17.85,25.522
8104,100.01,219.7,100.01,300,0,219.6641,90,18.425,30.861
8105,72.64,835.7,72.64,300,594.1245,241.6035,90,19,36.072
8106,72.64,673.8,72.64,89.4,413.4941,260.2925,90,19.575,41.149
8107,72.64,279,72.64,300,0,278.9816,90,20.15,46.095
8108,72.64,297.7,72.64,178.6,0,297.6706,90,20.725,50.913
8109,64.23,450,64.23,300,133.6403,316.3597,90,21.3,53.732
8110,64.23,450,64.23,132.3,120.0975,329.9025,90,21.8,56.481
8111,64.23,343.4,64.23,150,0,343.4453,90,22.3,55.411
8112,64.23,357,64.23,150,0,356.9881,90,22.8,56.021
8113,40.25,370.5,40.25,69,0,370.5309,90,23.3,54.962
8114,40.25,377.8,40.25,0,0,377.844,90,23.65,53.926
8115,40.25,286.1,40.25,0,0,385.1571,90,24,52.915
8116,40.25,392.5,40.25,0,0,392.4702,113.5268,24.35,51.926
8117,23.12,432.2,23.12,0,532.4247,399.7833,113.5268,24.7,50.96
8118,23.12,190.2,23.12,0,290.1645,400.0542,232.2768,24.925,50.018
8119,23.12,592.8,23.12,450,692.459,400.325,351.0269,25.15,49.101
8120,23.12,600,23.12,236.4,699.4041,400.5959,469.7769,25.375,48.206
8121,39.33,600,39.33,300,199.1333,400.8667,588.5268,25.6,47.335
8122,39.33,600,39.33,300,370.5467,394.0953,588.5268,25.75,46.483
8123,39.33,900,39.33,750,900,387.3239,627.6293,25.9,45.652
8124,39.33,900,39.33,612.8,900,380.5525,719.6188,26.05,44.839
8125,71.01,373.8,71.01,355.5,0,373.7811,810,26.2,45.656
8126,71.01,361.1,71.01,265.2,0,361.0509,810,26.275,48.211
8127,71.01,348.3,71.01,300,0,348.3207,810,26.35,53.249
8128,71.01,525.3,71.01,296.9,189.7383,335.5905,810,26.425,56.203
8129,83.13,322.9,83.13,150,0,322.8602,810,26.5,59.724
8130,83.13,304,83.13,150,0,304.0358,810,26.475,64.795
8131,83.13,285.2,83.13,450,0,285.2113,810,26.45,68.17
8132,83.13,266.4,83.13,450,0,266.3868,810,26.424999999999997,67.909
8133,110.93,247.6,110.93,268.5,0,247.5623,810,26.4,66.521
8134,110.93,225.4,110.93,0,0,225.3521,810,26.224999999999998,65.72
8135,110.93,300,110.93,300,0,203.1419,810,26.049999999999997,66.183
8136,110.93,300,110.93,300,0,180.9317,784.511,25.875,64.833
8137,125.91,292.7,125.91,750,0,158.7216,753.1773,25.7,63.513
8138,125.91,450,125.91,625.1,0,136.5114,717.9276,25.275,62.227
8139,125.91,614.3,125.91,900,0,114.3012,635.4306,24.85,60.972
8140,125.91,585.1,125.91,900,0,92.091,503.8517,24.425,59.748
8141,220.25,569.9,220.25,900,0,69.8808,374.1018,24,58.753
8142,220.25,450,220.25,900,0,54.7129,242.5228,23.425,57.58
8143,220.25,214.9,220.25,900,0,39.545,138.4999,22.85,56.432
8144,220.25,24.4,220.25,900,0,24.377,92.3593,22.275,55.309
8145,195.33,9.2,195.33,900,0,9.2091,92.3593,21.7,54.21
8146,195.33,6.9,195.33,900,0,6.9068,92.3593,21.4,53.243
8147,195.33,13.6,195.33,900,0,4.6046,92.3593,21.1,52.195
8148,195.33,2.3,195.33,900,0,2.3023,90,20.8,51.173
8149,119.71,0,119.71,900,0,0,90,20.5,14.7
8150,119.71,0,119.71,900,0,0,90,20.275,14.7
8151,119.71,0,119.71,900,0,0,90,20.05,14.698
8152,119.71,0,119.71,900,0,0,90,19.825000000000003,14.694
8153,108.31,0,108.31,684.2,0,0,90,19.6,14.689
8154,108.31,0,108.31,301.6,0,0,90,19.425,14.682
8155,108.31,0,108.31,150,0,0,90,19.25,14.674
8156,108.31,0,108.31,21.7,0,0,90,19.075,14.666
8157,97.72,198.1,97.72,300,198.0872,0,90,18.9,14.658
8158,97.72,150,97.72,300,150,0,90,18.525,14.649
8159,97.72,361.8,97.72,300,361.8151,0,90,18.15,14.639
8160,97.72,300,97.72,153.9,300,0,90,17.775,14.627
8161,86.98,496.4,86.98,900,496.3888,0,90,17.4,14.613
8162,86.98,604.4,86.98,900,604.4427,0,90,17.2,14.598
8163,86.98,791.9,86.98,900,791.8633,0,90,17,14.583
8164,86.98,512.4,86.98,900,512.4447,0,90,16.8,14.569
8165,84.2,900,84.2,900,900,0,90,16.6,14.555
8166,84.2,900,84.2,900,900,0,90,16.450000000000003,14.541
8167,84.2,900,84.2,900,900,0,90,16.3,14.528
8168,84.2,900,84.2,900,900,0,90,16.15,14.515
8169,86.86,900,86.86,900,900,0,90,16,14.502
8170,86.86,900,86.86,900,900,0,90,16.075,14.489
8171,86.86,900,86.86,900,900,0,90,16.15,14.477
8172,86.86,900,86.86,844.9,900,0,90,16.225,14.466
8173,87.14,0,87.14,900,0,0,90,16.3,14.454
8174,87.14,0,87.14,900,0,0,90,16.25,14.443
8175,87.14,0,87.14,900,0,0,90,16.200000000000003,14.433
8176,87.14,0,87.14,900,0,0,90,16.150000000000002,14.423
8177,89.5,0,89.5,900,0,0,90,16.1,14.415
8178,89.5,0,89.5,900,0,0,90,16.025000000000002,14.488
8179,89.5,0,89.5,900,0,0,90,15.950000000000001,14.746
8180,89.5,0,89.5,900,0,0,90,15.875,15.184
8181,99,0,99,900,0,0,90,15.8,15.797
8182,99,0,99,900,0,0,90,15.775,16.282
8183,99,0,99,900,0,0,90,15.75,17.003
8184,99,0,99,900,0,0,90,15.725,16.933
8185,118.8,0,118.8,633.7,0,0,90,15.7,16.865
8186,118.8,0.4,118.8,463.7,0,0.4063,90,15.725,16.799
8187,118.8,0.8,118.8,0,0,0.8126,90,15.75,16.737
8188,118.8,1.2,118.8,0,0,1.2189,90,15.775,16.678
8189,138.09,0,138.09,0,0,1.6251,90,15.8,16.622
8190,138.09,0,138.09,0,0,6.5005,90.386,15.850000000000001,16.57
8191,138.09,0,138.09,0,0,11.3759,91.9298,15.9,16.514
8192,138.09,0,138.09,0,0,16.2514,94.6316,15.95,16.456
8193,133.39,21.1,133.39,900,0,21.1268,98.4913,16,16.395
8194,133.39,27.2,133.39,893,0,27.221,98.4913,16.075,16.331
8195,133.39,33.3,133.39,900,0,33.3153,98.4913,16.15,16.266
8196,133.39,39.4,133.39,900,0,39.4095,98.4913,16.225,16.2
8197,103.94,77.8,103.94,776.8,0,45.5038,98.4913,16.3,16.133
8198,103.94,68.8,103.94,487.2,0,68.7974,90,16.625,16.066
8199,103.94,92.1,103.94,473.7,0,92.091,90,16.950000000000003,16.004
8200,103.94,115.4,103.94,450,0,115.3846,90,17.275000000000002,17.187
8201,101.94,138.7,101.94,450,0,138.6782,90,17.6,17.106
8202,101.94,155.7,101.94,241,0,155.7421,90,17.85,23.282
8203,101.94,172.8,101.94,302.8,0,172.8061,90,18.1,29.3
8204,101.94,189.9,101.94,178.6,0,189.87,90,18.35,35.163
8205,101.94,206.9,101.94,300,0,206.9339,90,18.6,40.877
8206,101.94,207.6,101.94,223,0,207.6111,90,18.675,40.193
8207,101.94,208.3,101.94,300,0,208.2882,90,18.75,41.584
8208,101.94,209,101.94,178.6,0,208.9653,90,18.825,45.724
8209,93.55,209.6,93.55,69,0,209.6425,90,18.9,49.676
8210,93.55,193.1,93.55,0,0,193.1203,90,18.924999999999997,48.773
8211,93.55,176.6,93.55,0,0,176.598,90,18.95,47.89
8212,93.55,160.1,93.55,0,0,160.0758,90,18.975,47.027
8213,74.02,543.6,74.02,0,900,143.5536,90,19,46.184
8214,74.02,600,74.02,0,900,166.9827,208.75,19.175,45.36
8215,74.02,900,74.02,450,900,190.4117,319.6584,19.35,44.557
8216,74.02,832.1,74.02,236.4,900,213.8407,364.8812,19.525,43.774
8217,69.98,637.3,69.98,300,900,237.2698,431.8052,19.7,43.011
8218,69.98,613.6,69.98,300,900,213.5699,550.5552,19.55,42.267
8219,69.98,1050,69.98,750,900,189.87,669.3052,19.4,41.541
8220,69.98,934.1,69.98,612.8,900,166.1701,678.7744,19.25,42.042
8221,75.32,598.4,75.32,355.5,455.9138,142.4702,710.1357,19.1,42.807
8222,75.32,450,75.32,265.2,303.467,146.533,710.1357,19.225,43.738
8223,75.32,450,75.32,300,299.4041,150.5959,710.1357,19.35,46.887
8224,75.32,600,75.32,296.9,865.8224,154.6587,710.1357,19.475,52.285
8225,98.9,158.7,98.9,150,0,158.7216,810,19.6,57.46
8226,98.9,146.5,98.9,150,0,146.533,810,19.575000000000003,62.59
8227,98.9,134.3,98.9,450,0,134.3445,810,19.55,66.282
8228,98.9,122.2,98.9,450,0,122.156,810,19.525,67.131
8229,108.71,110,108.71,268.5,0,109.9675,810,19.5,65.765
8230,108.71,98.3,108.71,0,0,98.3207,810,19.375,64.43
8231,108.71,300,108.71,300,0,86.6739,810,19.25,63.126
8232,108.71,300,108.71,300,0,75.0271,753.8615,19.125,61.965
8233,146.36,450,146.36,750,0,63.3803,694.6581,19,60.718
8234,146.36,287.8,146.36,625.1,0,56.2026,592.9161,18.925,59.501
8235,146.36,502.2,146.36,900,0,49.0249,531.9708,18.85,58.313
8236,146.36,450,146.36,900,0,41.8472,412.7184,18.775,57.155
8237,278.67,453.6,278.67,900,0,34.6696,305.3098,18.7,56.025
8238,278.67,150,278.67,900,0,27.6273,195.0635,18.325,54.923
8239,278.67,150,278.67,900,0,20.585,162.8602,17.95,53.845
8240,278.67,150,278.67,900,0,13.5428,128.8036,17.575,52.79
8241,236.51,6.5,236.51,900,0,6.5005,92.8938,17.2,51.757
8242,236.51,4.9,236.51,900,0,4.8754,92.8938,16.9,50.745
8243,236.51,3.3,236.51,900,0,3.2503,92.8938,16.6,49.759
8244,236.51,12.6,236.51,900,0,1.6251,92.8938,16.3,48.797
8245,127.26,0,127.26,900,0,0,90,16,47.859
8246,127.26,0,127.26,900,0,0,90,15.925,14.7
8247,127.26,0,127.26,900,0,0,90,15.85,14.7
8248,127.26,0,127.26,900,0,0,90,15.774999999999999,14.698
8249,102.99,0,102.99,684.2,0,0,90,15.7,14.694
8250,102.99,0,102.99,301.6,0,0,90,15.475,14.689
8251,102.99,0,102.99,150,0,0,90,15.25,14.682
8252,102.99,0,102.99,21.7,0,0,90,15.025,14.674
8253,99,150,99,300,150,0,90,14.8,14.666
8254,99,421,99,300,421.0133,0,90,14.700000000000001,14.658
8255,99,425.1,99,300,425.1111,0,90,14.600000000000001,14.649
8256,99,626.2,99,153.9,626.183,0,90,14.5,14.639
8257,103.94,0,103.94,900,0,0,90,14.4,14.627
8258,103.94,0,103.94,900,0,0,90,14.475,14.613
8259,103.94,0,103.94,900,0,0,90,14.55,14.598
8260,103.94,0,103.94,900,0,0,90,14.625,14.583
8261,82.65,0,82.65,900,0,0,90,14.7,14.569
8262,82.65,0,82.65,900,0,0,90,14.549999999999999,14.555
8263,82.65,0,82.65,900,0,0,90,14.399999999999999,14.541
8264,82.65,0,82.65,900,0,0,90,14.25,14.528
8265,80.39,300,80.39,900,300,0,90,14.1,14.515
8266,80.39,0,80.39,900,0,0,90,14.05,14.502
8267,80.39,568.3,80.39,900,568.2816,0,90,14,14.489
8268,80.39,879.8,80.39,844.9,879.7884,0,90,13.95,14.477
8269,74.07,900,74.07,900,900,0,90,13.9,14.466
8270,74.07,900,74.07,900,900,0,90,13.675,14.454
8271,74.07,900,74.07,900,900,0,90,13.45,14.443
8272,74.07,900,74.07,900,900,0,90,13.225,14.433
8273,81.03,0,81.03,900,0,0,90,13,14.423
8274,81.03,0,81.03,900,0,0,90,12.9,14.415
8275,81.03,0,81.03,900,0,0,90,12.8,14.427
8276,81.03,0,81.03,900,0,0,90,12.7,14.5
8277,98.9,0,98.9,900,0,0,90,12.6,14.633
8278,98.9,0,98.9,900,0,0,90,12.375,14.823
8279,98.9,0,98.9,900,0,0,90,12.149999999999999,14.805
8280,98.9,0,98.9,900,0,0,90,11.924999999999999,14.788
8281,104.62,0,104.62,667.4,0,0,90,11.7,14.772
8282,104.62,1.2,104.62,463.7,0,1.2189,90,11.774999999999999,14.757
8283,104.62,2.4,104.62,0,0,2.4377,90,11.85,15.147
8284,104.62,3.7,104.62,0,0,3.6566,90,11.925,15.125
8285,106.59,0,106.59,0,0,4.8754,90,12,15.106
8286,106.59,0,106.59,0,0,19.2308,91.1579,12.475,15.09
8287,106.59,0,106.59,0,0,33.5861,95.7252,12.95,15.075
8288,106.59,0,106.59,0,0,47.9415,103.7019,13.425,15.056
8289,101.97,157.6,101.97,900,0,62.2969,115.088,13.9,15.034
8290,101.97,84.5,101.97,893,0,84.507,90,14.4,15.008
8291,101.97,106.7,101.97,900,0,106.7172,90,14.9,14.978
8292,101.97,128.9,101.97,900,0,128.9274,90,15.4,14.947
8293,79.77,189.8,79.77,776.8,38.6249,151.1376,90,15.9,14.913
8294,79.77,172.9,79.77,487.2,0,172.9415,90,16.45,14.878
8295,79.77,219.6,79.77,600,24.8654,194.7454,90,17,14.842
8296,79.77,216.5,79.77,560.6,0,216.5493,90,17.55,14.811
8297,42.05,673.8,42.05,450,435.4335,238.3532,90,18.1,14.784
8298,42.05,837.3,42.05,241,579.4892,257.8548,90,18.675,14.763
8299,42.05,277.4,42.05,302.8,0,277.3564,90,19.25,20.997
8300,42.05,296.9,42.05,178.6,0,296.8581,90,19.825,26.658
8301,8.91,450,8.91,300,133.6403,316.3597,90,20.4,28.717
8302,8.91,450,8.91,223,119.9621,330.0379,90,20.849999999999998,31.862
8303,8.91,343.7,8.91,300,0,343.7161,90,21.299999999999997,37.651
8304,8.91,357.4,8.91,178.6,0,357.3944,90,21.75,43.297
8305,5.78,771.1,5.78,69,900,371.0726,90,22.2,43.051
8306,5.78,777,5.78,0,900,377.0314,208.75,22.5,43.963
8307,5.78,783,5.78,0,900,382.9902,327.5,22.799999999999997,43.201
8308,5.78,788.9,5.78,0,900,388.9491,446.25,23.099999999999998,42.456
8309,5.97,256.5,5.97,0,0,394.9079,565,23.4,41.727
8310,5.97,422.8,5.97,0,422.848,393.1473,597.8775,23.575,46.271
8311,5.97,459.8,5.97,450,568.4551,391.3868,691.25,23.75,45.444
8312,5.97,450,5.97,236.4,60.3738,389.6262,810,23.925,44.639
8313,7.66,600,7.66,300,212.1343,387.8657,810,24.1,43.854
8314,7.66,600,7.66,300,228.5211,371.4789,810,24.150000000000002,43.089
8315,7.66,900,7.66,750,544.9079,355.0921,810,24.200000000000003,42.344
8316,7.66,900,7.66,612.8,561.2947,338.7053,810,24.25,41.616
8317,41.37,450,41.37,355.5,127.6815,322.3185,810,24.3,43.571
8318,41.37,450,41.37,265.2,140.1409,309.8592,810,24.35,45.622
8319,41.37,297.4,41.37,300,0,297.3998,810,24.4,49.642
8320,41.37,587.3,41.37,296.9,302.3331,284.9404,810,24.45,51.621
8321,71.08,272.5,71.08,150,0,272.481,810,24.5,56.317
8322,71.08,262.6,71.08,150,0,262.5948,810,24.55,60.331
8323,71.08,252.7,71.08,450,0,252.7086,810,24.6,64.377
8324,71.08,242.8,71.08,450,0,242.8223,810,24.65,64.613
8325,102.95,232.9,102.95,268.5,0,232.9361,810,24.7,64.93
8326,102.95,214.1,102.95,0,0,214.1116,810,24.625,65.323
8327,102.95,300,102.95,300,0,195.2871,810,24.549999999999997,64
8328,102.95,300,102.95,300,0,176.4626,782.444,24.474999999999998,62.706
8329,114.94,450,114.94,750,0,157.6381,749.9341,24.4,61.443
8330,114.94,174.2,114.94,625.1,0,135.9697,672.9968,23.799999999999997,60.347
8331,114.94,614.3,114.94,900,0,114.3012,662.9491,23.2,59.139
8332,114.94,592.6,114.94,900,0,92.6327,531.3701,22.6,57.96
8333,147.95,571,147.95,900,0,70.9642,399.7912,22,56.81
8334,147.95,374.4,147.95,900,0,55.2546,268.2122,21.35,55.689
8335,147.95,261.6,147.95,900,0,39.545,184.2166,20.7,54.596
8336,147.95,150,147.95,900,0,23.8353,125.7743,20.049999999999997,53.525
8337,131.99,8.1,131.99,900,0,8.1257,92.5731,19.4,52.478
8338,131.99,6.1,131.99,900,0,6.0943,92.5731,19.049999999999997,51.453
8339,131.99,13.8,131.99,900,0,4.0628,92.5731,18.7,50.449
8340,131.99,2,131.99,900,0,2.0314,90,18.35,49.47
8341,103.97,0,103.97,900,0,0,90,18,48.515
8342,103.97,0,103.97,900,0,0,90,17.775,47.584
8343,103.97,0,103.97,900,0,0,90,17.55,14.7
8344,103.97,0,103.97,900,0,0,90,17.325000000000003,14.7
8345,102.96,0,102.96,684.2,0,0,90,17.1,14.698
8346,102.96,0,102.96,301.6,0,0,90,16.950000000000003,14.694
8347,102.96,0,102.96,150,0,0,90,16.8,14.689
8348,102.96,0,102.96,21.7,0,0,90,16.65,14.682
8349,102.92,195.8,102.92,300,195.7836,0,90,16.5,14.674
8350,102.92,150,102.92,300,150,0,90,16.375,14.666
8351,102.92,300,102.92,300,300,0,90,16.25,14.658
8352,102.92,379.2,102.92,153.9,379.1512,0,90,16.125,14.649
8353,92.93,0,92.93,900,0,0,90,16,14.639
8354,92.93,0,92.93,900,0,0,90,15.8,14.627
8355,92.93,0,92.93,900,0,0,90,15.6,14.613
8356,92.93,0,92.93,900,0,0,90,15.399999999999999,14.598
8357,87.29,0,87.29,900,0,0,90,15.2,14.583
8358,87.29,0,87.29,900,0,0,90,14.975,14.569
8359,87.29,0,87.29,900,0,0,90,14.75,14.555
8360,87.29,0,87.29,900,0,0,90,14.525,14.541
8361,74.82,900,74.82,900,900,0,90,14.3,14.528
8362,74.82,900,74.82,900,900,0,90,13.9,14.515
8363,74.82,900,74.82,900,900,0,90,13.5,14.502
8364,74.82,900,74.82,844.9,900,0,90,13.1,14.489
8365,77.64,450,77.64,900,450,0,90,12.7,14.477
8366,77.64,429.6,77.64,900,429.6167,0,90,12.625,14.466
8367,77.64,868.5,77.64,900,868.4533,0,90,12.55,14.454
8368,77.64,0,77.64,900,0,0,90,12.475,14.443
8369,79.89,0,79.89,900,0,0,90,12.4,14.433
8370,79.89,0,79.89,900,0,0,90,12.275,14.423
8371,79.89,0,79.89,900,0,0,90,12.15,14.415
8372,79.89,0,79.89,900,0,0,90,12.025,14.468
8373,97.35,0,97.35,900,0,0,90,11.9,14.699
8374,97.35,0,97.35,900,0,0,90,11.75,15.104
8375,97.35,0,97.35,900,0,0,90,11.600000000000001,15.679
8376,97.35,0,97.35,900,0,0,90,11.450000000000001,16.831
8377,114.99,0,114.99,701.2,0,0,90,11.3,16.764
8378,114.99,1.2,114.99,463.7,0,1.2189,90,11.350000000000001,16.7
8379,114.99,2.4,114.99,0,0,2.4377,90,11.4,16.638
8380,114.99,3.7,114.99,0,0,3.6566,90,11.45,16.577
8381,120,0,120,0,0,4.8754,90,11.5,16.52
8382,120,0,120,0,0,18.5536,91.1579,12.125,16.467
8383,120,0,120,0,0,32.2319,95.5644,12.75,16.416
8384,120,0,120,0,0,45.9101,103.2195,13.375,16.369
8385,107.29,82.5,107.29,900,0,59.5883,114.1231,14,16.319
8386,107.29,150,107.29,893,0,81.2568,108.0903,14.725,16.265
8387,107.29,102.9,107.29,900,0,102.9252,90,15.45,16.209
8388,107.29,124.6,107.29,900,0,124.5937,90,16.174999999999997,16.149
8389,74.3,146.3,74.3,776.8,0,146.2622,90,16.9,16.089
8390,74.3,224.5,74.3,487.2,56.4194,168.0661,90,17.525,16.027
8391,74.3,214.4,74.3,600,24.578,189.87,90,18.15,15.965
8392,74.3,231.4,74.3,600,19.7457,211.6739,90,18.775,22.151
8393,39.14,823.8,39.14,600,590.3089,233.4778,90,19.4,28.19
8394,39.14,934.4,39.14,288.4,682.2429,252.1668,90,20.025,34.083
8395,39.14,270.9,39.14,302.8,0,270.8559,90,20.65,39.836
8396,39.14,289.5,39.14,178.6,0,289.545,90,21.275,40.93
8397,5.79,450,5.79,300,141.766,308.234,90,21.9,45.177
8398,5.79,450,5.79,223,128.0878,321.9122,90,22.424999999999997,50.648
8399,5.79,335.6,5.79,300,0,335.5905,90,22.95,49.729
8400,5.79,349.3,5.79,178.6,0,349.2687,90,23.475,48.827
8401,3.2,703.4,3.2,69,602.2852,362.9469,90,24,47.947
8402,3.2,513.4,3.2,0,143.1471,370.26,152.179,24.45,47.088
8403,3.2,900,3.2,0,900,377.5731,152.179,24.9,46.25
8404,3.2,384.9,3.2,0,500,384.8862,241.8527,25.35,45.431
8405,3.2,38,3.2,0,37.9888,392.1993,360.6026,25.8,44.631
8406,3.2,600,3.2,0,707.5298,392.4702,453.75,26.125,43.849
8407,3.2,792.7,3.2,450,900,392.7411,572.5,26.450000000000003,43.084
8408,3.2,793,3.2,236.4,900,393.0119,691.25,26.775000000000002,42.336
8409,31.52,600,31.52,300,206.7172,393.2828,810,27.1,41.608
8410,31.52,600,31.52,300,213.2178,386.7822,810,27.25,40.898
8411,31.52,900,31.52,750,519.7183,380.2817,810,27.4,40.206
8412,31.52,900,31.52,612.8,526.2188,373.7811,810,27.55,39.532
8413,63.86,367.3,63.86,355.5,0,367.2806,810,27.7,38.873
8414,63.86,386.6,63.86,265.2,32.5967,354.0087,810,27.75,39.538
8415,63.86,340.7,63.86,300,0,340.7367,810,27.799999999999997,40.421
8416,63.86,327.5,63.86,296.9,0,327.4648,810,27.849999999999998,43.391
8417,98.9,314.2,98.9,150,0,314.1928,810,27.9,43.107
8418,98.9,295.9,98.9,150,0,295.9101,810,27.849999999999998,48.599
8419,98.9,277.6,98.9,450,0,277.6273,810,27.799999999999997,53.951
8420,98.9,259.3,98.9,450,0,259.3445,810,27.75,59.168
8421,110.77,241.1,110.77,268.5,0,241.0618,810,27.7,61.993
8422,110.77,218.9,110.77,0,0,218.8516,810,27.45,63.532
8423,110.77,300,110.77,300,0,196.6414,810,27.2,63.832
8424,110.77,300,110.77,300,0,174.4312,782.8004,26.95,62.545
8425,174.4,174.2,174.4,750,0,152.221,749.7559,26.7,61.288
8426,174.4,450,174.4,625.1,0,130.4171,743.9849,26.175,60.182
8427,174.4,608.6,174.4,900,0,108.6132,659.8841,25.65,58.979
8428,174.4,482.6,174.4,900,0,86.8093,528.3052,25.125,57.805
8429,304.61,565,304.61,900,0,65.0054,424.156,24.6,56.659
8430,304.61,421.2,304.61,900,0,50.5146,292.5771,24.125,55.541
8431,304.61,424.5,304.61,900,0,36.0238,195.0246,23.65,54.451
8432,304.61,21.5,304.61,900,0,21.533,92.7869,23.175,53.389
8433,219.55,7,219.55,900,0,7.0423,92.7869,22.7,52.348
8434,219.55,5.3,219.55,900,0,5.2817,92.7869,22.45,51.33
8435,219.55,3.5,219.55,900,0,3.5211,92.7869,22.2,50.333
8436,219.55,12.4,219.55,900,0,1.7606,92.7869,21.95,49.357
8437,124.23,0,124.23,900,0,0,90,21.7,48.405
8438,124.23,0,124.23,900,0,0,90,21.5,47.476
8439,124.23,0,124.23,900,0,0,90,21.299999999999997,46.571
8440,124.23,0,124.23,900,0,0,90,21.099999999999998,14.7
8441,108.92,0,108.92,684.2,0,0,90,20.9,14.7
8442,108.92,0,108.92,301.6,0,0,90,20.674999999999997,14.698
8443,108.92,0,108.92,150,0,0,90,20.45,14.694
8444,108.92,0,108.92,21.7,0,0,90,20.225,14.689
8445,102.98,467.3,102.98,300,467.3237,0,90,20,14.682
8446,102.98,150,102.98,300,150,0,90,19.7,14.674
8447,102.98,150,102.98,300,150,0,90,19.4,14.666
8448,102.98,300,102.98,153.9,300,0,90,19.1,14.658
8449,100.65,0,100.65,900,0,0,90,18.8,14.649
8450,100.65,0,100.65,900,0,0,90,18.475,14.639
8451,100.65,0,100.65,900,0,0,90,18.15,14.627
8452,100.65,0,100.65,900,0,0,90,17.825,14.613
8453,86.75,0,86.75,900,0,0,90,17.5,14.598
8454,86.75,0,86.75,900,0,0,90,17.175,14.583
8455,86.75,0,86.75,900,0,0,90,16.85,14.569
8456,86.75,0,86.75,900,0,0,90,16.525,14.555
8457,82.84,566.9,82.84,900,566.8791,0,90,16.2,14.541
8458,82.84,900,82.84,900,900,0,90,16.35,14.528
8459,82.84,868.9,82.84,900,868.88,0,90,16.5,14.515
8460,82.84,465.5,82.84,844.9,465.5423,0,90,16.65,14.502
8461,81.82,900,81.82,900,900,0,90,16.8,14.489
8462,81.82,900,81.82,900,900,0,90,16.725,14.477
8463,81.82,900,81.82,900,900,0,90,16.65,14.466
8464,81.82,900,81.82,900,900,0,90,16.575,14.454
8465,81.64,900,81.64,900,900,0,90,16.5,14.443
8466,81.64,900,81.64,900,900,0,90,16.375,14.433
