Period_Index,Price_EUR_MWh,Optimized_Grid_Load_kW,Market_Price_EUR_MWh,Baseline_Load_kW,Net_Grid_Import_kW,PV_Generation_kW,BESS_SoC_kWh,Ambient_Temp_C,BESS_Cell_Temp_C
14359,81.73,844.1,81.73,450,900,215.8722,278.1112,9.05,14.698
14360,81.73,827,81.73,236.4,900,216.8202,342.6643,9.275,14.694
14361,89.42,217.8,89.42,300,0,217.7681,411.4981,9.5,14.689
14362,89.42,210.5,89.42,300,0,210.455,411.4981,9.725,14.682
14363,89.42,203.1,89.42,750,0,203.1419,411.4981,9.95,14.674
14364,89.42,195.8,89.42,612.8,0,195.8288,411.4981,10.175,14.666
14365,105.02,188.5,105.02,355.5,0,188.5157,411.4981,10.4,14.658
14366,105.02,175.2,105.02,265.2,0,175.2438,411.4981,10.475,14.649
14367,105.02,162,105.02,300,0,161.9718,411.4981,10.55,14.639
14368,105.02,148.7,105.02,296.9,0,148.6999,411.4981,10.625,14.627
14369,124.79,135.4,124.79,150,0,135.428,411.4981,10.7,14.613
14370,124.79,117.8,124.79,150,0,117.8223,411.4981,10.399999999999999,14.598
14371,124.79,100.2,124.79,450,0,100.2167,411.4981,10.1,14.583
14372,124.79,82.6,124.79,450,0,82.6111,411.4981,9.8,14.569
14373,131.93,65,131.93,268.5,0,65.0054,411.4981,9.5,14.555
14374,131.93,50.7,131.93,0,0,50.6501,411.4981,9.05,14.541
14375,131.93,300,131.93,300,0,36.2947,411.4981,8.6,14.528
14376,131.93,300,131.93,300,0,21.9393,342.1019,8.15,14.515
14377,136.62,174.2,136.62,750,0,7.584,268.9281,7.7,14.502
14378,136.62,204.6,136.62,625.1,0,5.688,225.0946,7.425,14.489
14379,136.62,182.6,136.62,900,0,3.792,172.7387,7.15,14.477
14380,136.62,1.9,136.62,900,0,1.896,125.6903,6.875,14.466
14381,124.55,119.8,124.55,900,0,0,125.6903,6.6,14.454
14382,124.55,0,124.55,900,0,0,94.1768,6.225,14.443
14383,124.55,0,124.55,900,0,0,94.1768,5.85,14.433
14384,124.55,0,124.55,900,0,0,94.1768,5.475,14.423
14385,116.75,0,116.75,900,0,0,94.1768,5.1,14.934
14386,116.75,0,116.75,900,0,0,94.1768,4.925,14.914
14387,116.75,15.9,116.75,900,0,0,94.1768,4.75,14.893
14388,116.75,0,116.75,900,0,0,90,4.575,14.874
14389,102.4,0,102.4,900,0,0,90,4.4,14.855
14390,102.4,0,102.4,900,0,0,90,4.25,14.836
14391,102.4,0,102.4,900,0,0,90,4.1,14.819
14392,102.4,0,102.4,900,0,0,90,3.95,14.802
14393,100.21,0,100.21,684.2,0,0,90,3.8,14.787
14394,100.21,0,100.21,301.6,0,0,90,3.6999999999999997,14.772
14395,100.21,0,100.21,150,0,0,90,3.5999999999999996,14.76
14396,100.21,0,100.21,21.7,0,0,90,3.5,15.501
14397,91.7,900,91.7,300,900,0,90,3.4,16.44
14398,91.7,845.6,91.7,300,845.592,0,90,3.2,17.57
14399,91.7,898.7,91.7,300,898.6609,0,90,3,18.875
14400,91.7,900,91.7,153.9,900,0,90,2.8,18.758
14401,88.03,900,88.03,900,900,0,90,2.6,20.438
14402,88.03,900,88.03,900,900,0,90,2.4,22.278
14403,88.03,900,88.03,900,900,0,90,2.2,22.343
14404,88.03,900,88.03,900,900,0,90,2,23.706
14405,99.71,0,99.71,900,0,0,90,1.8,25.9
14406,99.71,0,99.71,900,0,0,90,1.85,28.185
14407,99.71,0,99.71,900,0,0,90,1.9,30.485
14408,99.71,0,99.71,900,0,0,90,1.95,32.801
14409,97.24,900,97.24,900,900,0,90,2,35.131
14410,97.24,900,97.24,900,900,0,90,1.825,37.476
14411,97.24,900,97.24,900,900,0,90,1.65,39.741
14412,97.24,900,97.24,844.9,900,0,90,1.475,41.927
14413,97.85,0,97.85,900,0,0,90,1.3,44.037
14414,97.85,0,97.85,900,0,0,90,1.3,44.197
14415,97.85,0,97.85,900,0,0,90,1.3,44.248
14416,97.85,0,97.85,900,0,0,90,1.3,43.48
14417,97.62,131.9,97.62,900,131.8572,0,90,1.3,42.731
14418,97.62,664.5,97.62,900,664.4853,0,90,1.15,41.999
14419,97.62,23.3,97.62,900,23.3493,0,90,1,41.284
14420,97.62,300,97.62,900,300,0,90,0.85,40.584
14421,99.39,0,99.39,900,0,0,90,0.7,39.9
14422,99.39,0,99.39,900,0,0,90,0.5499999999999999,39.231
14423,99.39,0,99.39,900,0,0,90,0.39999999999999997,38.579
14424,99.39,0,99.39,900,0,0,90,0.25,39.062
14425,99.26,0,99.26,750,0,0,90,0.1,38.415
14426,99.26,0,99.26,613.7,0,0,90,-0.04999999999999999,37.785
14427,99.26,0,99.26,150,0,0,90,-0.19999999999999998,37.17
14428,99.26,0,99.26,150,0,0,90,-0.35,39.864
14429,111.91,0,111.91,0,0,0,90,-0.5,42.667
14430,111.91,0,111.91,0,0,0,90,-0.325,47.451
14431,111.91,0,111.91,0,0,0,90,-0.15000000000000002,48.388
14432,111.91,0,111.91,0,0,0,90,0.02499999999999991,53.429
14433,129.84,0,129.84,900,0,0,90,0.2,58.012
14434,129.84,3.1,129.84,893,0,3.1148,90,0.325,62.91
14435,129.84,6.2,129.84,900,0,6.2297,90,0.44999999999999996,63.469
14436,129.84,9.3,129.84,900,0,9.3445,90,0.575,62.196
14437,117.18,12.5,117.18,900,0,12.4594,90,0.7,60.951
14438,117.18,23.6,117.18,637.2,0,23.5645,90,1.0999999999999999,59.735
14439,117.18,34.7,117.18,750,0,34.6696,90,1.5,58.548
14440,117.18,45.8,117.18,750,0,45.7746,90,1.9,58.119
14441,96.64,956.9,96.64,750,900,56.8797,90,2.3,56.968
14442,96.64,971.2,96.64,541,900,71.2351,90,2.825,55.843
14443,96.64,290.5,96.64,496.9,204.9462,85.5905,90,3.35,54.745
14444,96.64,99.9,96.64,328.6,0,99.9458,90,3.875,53.675
14445,88.09,526.9,88.09,450,412.6001,114.3012,90,4.4,52.631
14446,88.09,450,88.09,323,318.0932,131.9068,90,4.9750000000000005,51.613
14447,88.09,150,88.09,300,0.4875,149.5125,90,5.550000000000001,50.617
14448,88.09,300,88.09,178.6,132.8819,167.1181,90,6.125,49.641
14449,86.09,519.8,86.09,69,335.0769,184.7237,90,6.7,48.686
14450,86.09,1036.2,86.09,0,872.7329,195.0163,90,7.2250000000000005,47.75
14451,86.09,450,86.09,0,744.6912,205.3088,97.5,7.75,46.838
14452,86.09,615.6,86.09,0,900,215.6013,216.25,8.275,45.948
14453,85.48,625.9,85.48,0,900,225.8938,335,8.8,45.081
14454,85.48,625.1,85.48,0,900,225.0813,453.75,8.925,14.7
14455,85.48,624.3,85.48,450,900,224.2687,572.5,9.05,14.7
14456,85.48,623.5,85.48,236.4,900,223.4561,691.25,9.175,14.698
14457,88.19,600,88.19,300,377.3564,222.6436,810,9.3,14.694
14458,88.19,600,88.19,300,385.8884,214.1116,810,9.625,14.689
14459,88.19,900,88.19,750,694.4204,205.5796,810,9.95,14.682
14460,88.19,900,88.19,612.8,702.9523,197.0477,810,10.275,14.674
14461,100.37,188.5,100.37,355.5,0,188.5157,810,10.6,14.666
14462,100.37,174.6,100.37,265.2,0,174.5666,810,10.625,14.658
14463,100.37,160.6,100.37,300,0,160.6176,810,10.649999999999999,14.649
14464,100.37,146.7,100.37,296.9,0,146.6685,810,10.674999999999999,14.639
14465,133.97,132.7,133.97,150,0,132.7194,810,10.7,14.627
14466,133.97,115.1,133.97,150,0,115.1138,810,10.125,14.613
14467,133.97,97.5,133.97,450,0,97.5081,810,9.55,14.598
14468,133.97,79.9,133.97,450,0,79.9025,810,8.975,14.583
14469,139.83,62.3,139.83,268.5,0,62.2969,810,8.4,14.569
14470,139.83,48.3,139.83,0,0,48.3478,810,7.9,14.555
14471,139.83,300,139.83,300,0,34.3987,810,7.4,14.541
14472,139.83,300,139.83,300,0,20.4496,740.1049,6.9,14.528
14473,145.44,450,145.44,750,0,6.5005,666.539,6.4,14.515
14474,145.44,292.7,145.44,625.1,0,4.8754,549.8287,5.9750000000000005,14.502
14475,145.44,503.3,145.44,900,0,3.2503,474.0932,5.550000000000001,14.489
14476,145.44,415.1,145.44,900,0,1.6251,342.5142,5.125,14.477
14477,134.94,453.6,134.94,900,0,0,233.7007,4.7,14.466
14478,134.94,76.6,134.94,900,0,0,114.3351,4.225,14.454
14479,134.94,0,134.94,900,0,0,94.1768,3.75,14.443
14480,134.94,0,134.94,900,0,0,94.1768,3.275,14.433
14481,126.08,0,126.08,900,0,0,94.1768,2.8,14.423
14482,126.08,0,126.08,900,0,0,94.1768,2.5,14.415
14483,126.08,15.9,126.08,900,0,0,94.1768,2.2,14.407
14484,126.08,0,126.08,900,0,0,90,1.9,14.399
14485,116.64,0,116.64,900,0,0,90,1.6,14.392
14486,116.64,0,116.64,900,0,0,90,1.375,14.385
14487,116.64,0,116.64,900,0,0,90,1.15,14.378
14488,116.64,0,116.64,900,0,0,90,0.925,14.371
14489,104.79,0,104.79,684.2,0,0,90,0.7,14.366
14490,104.79,0,104.79,301.6,0,0,90,0.575,14.361
14491,104.79,0,104.79,150,0,0,90,0.44999999999999996,14.357
14492,104.79,0,104.79,21.7,0,0,90,0.325,14.355
14493,99.05,300,99.05,300,300,0,90,0.2,14.355
14494,99.05,750,99.05,300,750,0,90,0.275,14.357
14495,99.05,236,99.05,300,236.0399,0,90,0.35,14.36
14496,99.05,750,99.05,153.9,750,0,90,0.425,14.359
14497,91.91,900,91.91,900,900,0,90,0.5,14.354
14498,91.91,900,91.91,900,900,0,90,0.4,14.345
14499,91.91,900,91.91,900,900,0,90,0.3,14.331
14500,91.91,900,91.91,900,900,0,90,0.19999999999999996,14.316
14501,93.08,867,93.08,900,867.0053,0,90,0.1,14.298
14502,93.08,900,93.08,900,900,0,90,0.275,14.278
14503,93.08,900,93.08,900,900,0,90,0.45000000000000007,14.257
14504,93.08,0,93.08,900,0,0,90,0.625,14.24
14505,91.89,900,91.89,900,900,0,90,0.8,14.228
14506,91.89,900,91.89,900,900,0,90,0.5750000000000001,14.22
14507,91.89,900,91.89,900,900,0,90,0.35000000000000003,18.767
14508,91.89,900,91.89,844.9,900,0,90,0.125,23.997
14509,93.01,900,93.01,900,900,0,90,-0.1,27.139
14510,93.01,900,93.01,900,900,0,90,-0.024999999999999994,30.423
14511,93.01,900,93.01,900,900,0,90,0.05000000000000002,29.998
14512,93.01,900,93.01,900,900,0,90,0.12500000000000003,29.583
14513,94.06,0,94.06,900,0,0,90,0.2,29.177
14514,94.06,0,94.06,900,0,0,90,0.17500000000000002,28.781
14515,94.06,0,94.06,900,0,0,90,0.15000000000000002,28.394
14516,94.06,0,94.06,900,0,0,90,0.125,28.014
14517,95.27,0,95.27,900,0,0,90,0.1,27.642
14518,95.27,0,95.27,900,0,0,90,0.07500000000000001,27.278
14519,95.27,0,95.27,900,0,0,90,0.05,26.92
14520,95.27,0,95.27,900,0,0,90,0.024999999999999994,26.572
14521,98.6,0,98.6,750,0,0,90,0,26.233
14522,98.6,0,98.6,613.7,0,0,90,0.075,25.904
14523,98.6,0,98.6,150,0,0,90,0.15,25.582
14524,98.6,0,98.6,150,0,0,90,0.22499999999999998,25.268
14525,113.11,0,113.11,0,0,0,90,0.3,28.257
14526,113.11,0,113.11,0,0,0,90,0.09999999999999998,31.35
14527,113.11,0,113.11,0,0,0,90,-0.10000000000000003,32.971
14528,113.11,0,113.11,0,0,0,90,-0.3000000000000001,34.954
14529,129.95,0,129.95,900,0,0,90,-0.5,36.632
14530,129.95,3.9,129.95,893,0,3.9274,90,-0.45,36.03
14531,129.95,7.9,129.95,900,0,7.8548,90,-0.4,36.936
14532,129.95,11.8,129.95,900,0,11.7822,90,-0.35,36.32
14533,125.47,15.7,125.47,900,0,15.7096,90,-0.3,35.717
14534,125.47,26.8,125.47,637.2,0,26.8147,90,0.050000000000000044,35.127
14535,125.47,37.9,125.47,750,0,37.9198,90,0.4000000000000001,34.548
14536,125.47,49,125.47,750,0,49.0249,90,0.75,33.982
14537,110.69,60.1,110.69,750,0,60.13,90,1.1,33.627
14538,110.69,71.9,110.69,541,0,71.9122,90,1.525,33.08
14539,110.69,83.7,110.69,530.6,0,83.6945,90,1.95,32.545
14540,110.69,95.5,110.69,328.6,0,95.4767,90,2.375,32.023
14541,96.1,107.3,96.1,450,0,107.2589,90,2.8,31.513
14542,96.1,121.7,96.1,323,0,121.7497,90,3.375,31.017
14543,96.1,136.2,96.1,300,0,136.2405,90,3.9499999999999997,30.532
14544,96.1,150.7,96.1,178.6,0,150.7313,90,4.5249999999999995,30.056
14545,93.06,452.4,93.06,69,287.1672,165.2221,90,5.1,29.588
14546,93.06,527.1,93.06,0,353.7394,173.3478,90,5.5249999999999995,29.128
14547,93.06,450,93.06,0,268.5265,181.4735,90,5.949999999999999,28.676
14548,93.06,600,93.06,0,410.4009,189.5991,90,6.375,28.234
14549,91.7,707.8,91.7,0,900,197.7248,90,6.8,27.804
14550,91.7,601.4,91.7,0,900,201.3814,182.5962,7,27.384
14551,91.7,900,91.7,450,900,205.0379,301.3462,7.199999999999999,14.7
14552,91.7,900,91.7,236.4,900,208.6945,350.0427,7.3999999999999995,14.7
14553,95.57,212.4,95.57,300,0,212.351,399.6076,7.6,14.698
14554,95.57,204.6,95.57,300,0,204.6316,399.6076,7.8,14.694
14555,95.57,196.9,95.57,750,0,196.9122,399.6076,8,14.689
14556,95.57,189.2,95.57,612.8,0,189.1928,399.6076,8.2,14.682
14557,107.3,181.5,107.3,355.5,0,181.4735,399.6076,8.4,14.674
14558,107.3,167.9,107.3,265.2,0,167.9307,399.6076,8.275,14.666
14559,107.3,154.4,107.3,300,0,154.3879,399.6076,8.15,14.658
14560,107.3,140.8,107.3,296.9,0,140.8451,399.6076,8.025,14.649
14561,127.47,127.3,127.47,150,0,127.3023,399.6076,7.9,14.639
14562,127.47,110.2,127.47,150,0,110.2384,399.6076,7.275,14.627
14563,127.47,93.2,127.47,450,0,93.1744,399.6076,6.65,14.613
14564,127.47,76.1,127.47,450,0,76.1105,399.6076,6.025,14.598
14565,143.51,59,143.51,268.5,0,59.0466,399.6076,5.4,14.583
14566,143.51,45.8,143.51,0,0,45.7746,399.6076,4.800000000000001,14.569
14567,143.51,300,143.51,300,0,32.5027,399.6076,4.2,14.555
14568,143.51,268.5,143.51,300,0,19.2308,329.2136,3.6,14.541
14569,142.92,450,142.92,750,0,5.9588,263.6114,3,14.528
14570,142.92,84.5,142.92,625.1,0,4.4691,146.7585,2.675,14.515
14571,142.92,3,142.92,900,0,2.9794,125.6903,2.35,14.502
14572,142.92,1.5,142.92,900,0,1.4897,125.6903,2.025,14.489
14573,141.54,119.8,141.54,900,0,0,125.6903,1.7,14.477
14574,141.54,0,141.54,900,0,0,94.1768,1.7,14.466
14575,141.54,0,141.54,900,0,0,94.1768,1.7,14.454
14576,141.54,0,141.54,900,0,0,94.1768,1.7,14.443
14577,132.98,0,132.98,900,0,0,94.1768,1.7,14.433
14578,132.98,0,132.98,900,0,0,94.1768,1.55,14.423
14579,132.98,15.9,132.98,900,0,0,94.1768,1.4,14.415
14580,132.98,0,132.98,900,0,0,90,1.25,14.407
14581,122.86,0,122.86,900,0,0,90,1.1,14.399
14582,122.86,0,122.86,900,0,0,90,1,14.392
14583,122.86,0,122.86,900,0,0,90,0.9,14.385
14584,122.86,0,122.86,900,0,0,90,0.8,14.378
14585,107.72,0,107.72,684.2,0,0,90,0.7,14.371
14586,107.72,0,107.72,301.6,0,0,90,0.5499999999999999,14.366
14587,107.72,0,107.72,150,0,0,90,0.39999999999999997,14.361
14588,107.72,0,107.72,21.7,0,0,90,0.25,14.357
14589,101.98,900,101.98,300,900,0,90,0.1,14.355
14590,101.98,900,101.98,300,900,0,90,0,14.355
14591,101.98,900,101.98,300,900,0,90,-0.1,14.357
14592,101.98,900,101.98,153.9,900,0,90,-0.20000000000000004,14.36
14593,96.62,900,96.62,900,900,0,90,-0.3,14.359
14594,96.62,900,96.62,900,900,0,90,-0.3,14.354
14595,96.62,900,96.62,900,900,0,90,-0.3,14.345
14596,96.62,900,96.62,900,900,0,90,-0.3,14.331
14597,101.29,0,101.29,900,0,0,90,-0.3,14.316
14598,101.29,0,101.29,900,0,0,90,-0.175,14.298
14599,101.29,0,101.29,900,0,0,90,-0.04999999999999999,14.278
14600,101.29,0,101.29,900,0,0,90,0.07500000000000001,14.257
14601,100.1,33.5,100.1,900,33.4507,0,90,0.2,14.635
14602,100.1,216,100.1,900,215.9976,0,90,0.07500000000000001,20.863
14603,100.1,900,100.1,900,900,0,90,-0.04999999999999999,26.942
14604,100.1,900,100.1,844.9,900,0,90,-0.175,32.874
14605,98.23,900,98.23,900,900,0,90,-0.3,38.655
14606,98.23,900,98.23,900,900,0,90,-0.3,44.288
14607,98.23,900,98.23,900,900,0,90,-0.3,49.776
14608,98.23,900,98.23,900,900,0,90,-0.3,48.873
14609,97.84,900,97.84,900,900,0,90,-0.3,47.992
14610,97.84,900,97.84,900,900,0,90,-0.25,47.131
14611,97.84,900,97.84,900,900,0,90,-0.2,46.292
14612,97.84,900,97.84,900,900,0,90,-0.15,45.472
14613,99.78,900,99.78,900,900,0,90,-0.1,44.671
14614,99.78,900,99.78,900,900,0,90,-0.05,43.888
14615,99.78,900,99.78,900,900,0,90,0,43.122
14616,99.78,900,99.78,900,900,0,90,0.05000000000000002,42.373
14617,100.05,900,100.05,750,900,0,90,0.1,41.644
14618,100.05,900,100.05,613.7,900,0,90,0.125,40.933
14619,100.05,333.7,100.05,150,833.7173,0,90,0.15000000000000002,40.24
14620,100.05,300,100.05,150,800,0,208.75,0.17500000000000002,39.565
14621,101,0,101,0,0,0,327.5,0.2,38.906
14622,101,0,101,0,0,0,327.5,0.4,41.581
14623,101,0,101,0,0,0,327.5,0.6000000000000001,44.364
14624,101,0,101,0,0,0,327.5,0.8,49.126
14625,109.81,0,109.81,900,0,0,327.5,1,51.82
14626,109.81,1.8,109.81,893,0,1.7606,327.5,1.075,57.097
14627,109.81,3.5,109.81,900,0,3.5211,327.5,1.15,61.158
14628,109.81,5.3,109.81,900,0,5.2817,327.5,1.225,65.617
14629,111.27,7,111.27,900,0,7.0423,327.5,1.3,65.25
14630,111.27,13.8,111.27,637.2,0,13.8137,327.5,1.475,63.933
14631,111.27,20.6,111.27,750,0,20.585,327.5,1.65,62.646
14632,111.27,27.4,111.27,750,0,27.3564,327.5,1.825,61.388
14633,109.2,34.1,109.2,750,0,34.1278,327.5,2,60.159
14634,109.2,40.1,109.2,541,0,40.0867,327.5,2.15,59.158
14635,109.2,46,109.2,545.9,0,46.0455,327.5,2.3,57.98
14636,109.2,52,109.2,328.6,0,52.0043,327.5,2.45,56.83
14637,108.34,58,108.34,450,0,57.9632,327.5,2.6,55.709
14638,108.34,64.2,108.34,323,0,64.1928,327.5,2.8,54.615
14639,108.34,70.4,108.34,300,0,70.4225,327.5,3,53.548
14640,108.34,76.7,108.34,178.6,0,76.6522,327.5,3.2,52.507
14641,103.61,82.9,103.61,69,0,82.8819,327.5,3.4,51.488
14642,103.61,86.5,103.61,0,0,86.5385,327.5,3.65,50.491
14643,103.61,45,103.61,0,0,90.195,327.5,3.9000000000000004,49.515
14644,103.61,0,103.61,0,0,93.8516,338.2449,4.15,48.559
14645,101.33,0,101.33,0,0,97.5081,360.5346,4.4,47.627
14646,101.33,0,101.33,0,0,98.5915,383.6928,4.275,46.718
14647,101.33,0,101.33,450,0,99.675,407.1083,4.15,45.831
14648,101.33,100.8,101.33,236.4,0,100.7584,430.7811,4.025,14.7
14649,103.92,150,103.92,300,48.1582,101.8418,430.7811,3.9,14.7
14650,103.92,150,103.92,300,55.2004,94.7996,430.7811,4.025,14.698
14651,103.92,300,103.92,750,212.2427,87.7573,430.7811,4.15,14.694
14652,103.92,300,103.92,612.8,219.2849,80.7151,430.7811,4.275,14.689
14653,107.78,150,107.78,355.5,76.3272,73.6728,430.7811,4.4,14.682
14654,107.78,161.2,107.78,265.2,91.2907,69.8808,430.7811,4.4750000000000005,14.674
14655,107.78,150,107.78,300,83.9112,66.0888,430.7811,4.550000000000001,14.666
14656,107.78,150,107.78,296.9,87.7031,62.2969,430.7811,4.625,14.658
14657,123.56,58.5,123.56,150,0,58.5049,430.7811,4.7,14.649
14658,123.56,51.5,123.56,150,0,51.4626,430.7811,4.725,14.639
14659,123.56,44.4,123.56,450,0,44.4204,430.7811,4.75,14.627
14660,123.56,37.4,123.56,450,0,37.3781,430.7811,4.775,14.613
14661,131.24,30.3,131.24,268.5,0,30.3359,430.7811,4.8,14.598
14662,131.24,23.4,131.24,0,0,23.429,430.7811,4.525,14.583
14663,131.24,384.7,131.24,300,0,16.5222,430.7811,4.25,14.569
14664,131.24,300,131.24,300,0,9.6154,333.8823,3.975,14.555
14665,139.93,324.2,139.93,750,0,2.7086,257.4653,3.7,14.541
14666,139.93,58.3,139.93,625.1,0,2.0314,172.8752,3.5250000000000004,14.528
14667,139.93,124.4,139.93,900,0,1.3543,158.0797,3.35,14.515
14668,139.93,0.7,139.93,900,0,0.6771,125.6903,3.175,14.502
14669,133.36,119.8,133.36,900,0,0,125.6903,3,14.489
14670,133.36,0,133.36,900,0,0,94.1768,3.175,14.477
14671,133.36,0,133.36,900,0,0,94.1768,3.35,14.466
14672,133.36,0,133.36,900,0,0,94.1768,3.5250000000000004,14.454
14673,129.22,0,129.22,900,0,0,94.1768,3.7,14.443
14674,129.22,0,129.22,900,0,0,94.1768,3.725,14.433
14675,129.22,0,129.22,900,0,0,94.1768,3.75,14.423
14676,129.22,15.9,129.22,900,0,0,94.1768,3.775,14.415
14677,125.8,0,125.8,900,0,0,90,3.8,14.407
14678,125.8,0,125.8,900,0,0,90,3.8499999999999996,14.399
14679,125.8,0,125.8,900,0,0,90,3.9,14.392
14680,125.8,0,125.8,900,0,0,90,3.95,14.385
14681,116.17,0,116.17,684.2,0,0,90,4,14.378
14682,116.17,0,116.17,301.6,0,0,90,4.075,14.371
14683,116.17,0,116.17,150,0,0,90,4.15,14.366
14684,116.17,0,116.17,21.7,0,0,90,4.225,14.361
14685,108.58,900,108.58,300,900,0,90,4.3,14.357
14686,108.58,900,108.58,300,900,0,90,4.275,14.355
14687,108.58,900,108.58,300,900,0,90,4.25,14.355
14688,108.58,900,108.58,153.9,900,0,90,4.225,14.357
14689,98.57,0,98.57,900,0,0,90,4.2,14.36
14690,98.57,0,98.57,900,0,0,90,4.15,14.359
14691,98.57,0,98.57,900,0,0,90,4.1,14.354
14692,98.57,0,98.57,900,0,0,90,4.05,14.345
14693,98.56,0,98.56,900,0,0,90,4,14.331
14694,98.56,0,98.56,900,0,0,90,4,14.316
14695,98.56,0,98.56,900,0,0,90,4,14.298
14696,98.56,0,98.56,900,0,0,90,4,14.278
14697,97.17,544.5,97.17,900,544.5182,0,90,4,14.257
14698,97.17,351.2,97.17,900,351.2356,0,90,4,14.24
14699,97.17,900,97.17,900,900,0,90,4,14.228
14700,97.17,425.5,97.17,844.9,425.544,0,90,4,14.22
14701,95.81,900,95.81,900,900,0,90,4,19.091
14702,95.81,900,95.81,900,900,0,90,3.975,25.212
14703,95.81,900,95.81,900,900,0,90,3.95,27.49
14704,95.81,900,95.81,900,900,0,90,3.925,29.751
14705,94.22,900,94.22,900,900,0,90,3.9,29.342
14706,94.22,900,94.22,900,900,0,90,3.9,28.943
14707,94.22,900,94.22,900,900,0,90,3.9,28.553
14708,94.22,900,94.22,900,900,0,90,3.9,28.172
14709,94.82,900,94.82,900,900,0,90,3.9,27.8
14710,94.82,900,94.82,900,900,0,90,3.875,27.435
14711,94.82,900,94.82,900,900,0,90,3.8499999999999996,27.078
14712,94.82,900,94.82,900,900,0,90,3.8249999999999997,26.727
14713,94.62,900,94.62,750,900,0,90,3.8,26.383
14714,94.62,900,94.62,613.7,900,0,90,3.8,26.048
14715,94.62,333.7,94.62,150,833.7173,0,90,3.8,25.723
14716,94.62,300,94.62,150,800,0,208.75,3.8,25.405
14717,92.13,0,92.13,0,500,0,327.5,3.8,25.097
14718,92.13,0,92.13,0,500,0,446.25,3.7249999999999996,24.794
14719,92.13,0,92.13,0,500,0,565,3.65,27.842
14720,92.13,0,92.13,0,500,0,683.75,3.575,30.585
14721,97.1,900,97.1,900,900,0,802.5,3.5,35.694
14722,97.1,900.9,97.1,893,900,0.948,802.5,3.55,36.124
14723,97.1,901.9,97.1,900,900,1.896,802.5,3.6,35.538
14724,97.1,902.8,97.1,900,900,2.844,802.5,3.6500000000000004,34.963
14725,101.02,3.8,101.02,900,0,3.792,802.5,3.7,35.895
14726,101.02,6.1,101.02,637.2,0,6.0943,802.5,3.875,35.305
14727,101.02,8.4,101.02,750,0,8.3965,802.5,4.050000000000001,34.727
14728,101.02,10.7,101.02,750,0,10.6988,802.5,4.2250000000000005,34.161
14729,101.08,13,101.08,750,0,13.0011,802.5,4.4,33.607
14730,101.08,15.7,101.08,541,0,15.7096,802.5,4.525,33.064
14731,101.08,18.4,101.08,545.9,0,18.4182,802.5,4.65,32.731
14732,101.08,21.1,101.08,328.6,0,21.1268,802.5,4.775,32.206
14733,101.09,23.8,101.09,450,0,23.8353,802.5,4.9,31.693
14734,101.09,32.6,101.09,323,0,32.6381,802.5,5.275,31.192
14735,101.09,41.4,101.09,300,0,41.441,802.5,5.65,30.703
14736,101.09,50.2,101.09,178.6,0,50.2438,802.5,6.025,30.226
14737,101.08,59,101.08,69,0,59.0466,802.5,6.4,29.762
14738,101.08,55,101.08,0,0,54.9837,802.5,6.525,29.305
14739,101.08,50.9,101.08,0,0,50.9209,802.5,6.65,28.855
14740,101.08,46.9,101.08,0,0,46.8581,802.5,6.775,28.413
14741,101.98,42.8,101.98,0,0,42.7952,802.5,6.9,27.978
14742,101.98,47.8,101.98,0,0,47.8061,802.5,7.175000000000001,27.554
14743,101.98,52.8,101.98,450,0,52.8169,802.5,7.45,27.14
14744,101.98,57.8,101.98,236.4,0,57.8277,802.5,7.725,26.737
14745,103.08,150,103.08,300,87.1614,62.8386,802.5,8,14.7
14746,103.08,150,103.08,300,94.2037,55.7963,802.5,8.05,14.7
14747,103.08,300,103.08,750,251.2459,48.7541,802.5,8.1,14.698
14748,103.08,300,103.08,612.8,258.2882,41.7118,802.5,8.149999999999999,14.694
14749,105.1,161.2,105.1,355.5,85.9452,34.6696,802.5,8.2,14.689
14750,105.1,150,105.1,265.2,0,32.909,791.8272,8.125,14.682
14751,105.1,150,105.1,300,0,31.1484,761.0137,8.05,14.674
14752,105.1,150,105.1,296.9,0,29.3879,729.737,7.975,14.666
14753,108.18,150,108.18,150,0,27.6273,697.997,7.9,14.658
14754,108.18,22.5,108.18,150,0,22.481,665.7936,7.675000000000001,14.649
14755,108.18,133.1,108.18,450,0,17.3348,665.7936,7.45,14.639
14756,108.18,12.2,108.18,450,0,12.1885,635.3187,7.225,14.627
14757,120.82,7,120.82,268.5,0,7.0423,635.3187,7,14.613
14758,120.82,5.4,120.82,0,0,5.4171,635.3187,6.9,14.598
14759,120.82,300,120.82,300,0,3.792,635.3187,6.8,14.583
14760,120.82,300,120.82,300,0,2.1668,557.3692,6.699999999999999,14.569
14761,130.64,300,130.64,750,0,0.5417,478.9921,6.6,14.555
14762,130.64,268.5,130.64,625.1,0,0.4063,400.1873,6.5249999999999995,14.541
14763,130.64,500.3,130.64,900,0,0.2709,329.6313,6.449999999999999,14.528
14764,130.64,275.1,130.64,900,0,0.1354,198.0523,6.375,14.515
14765,129.27,119.8,129.27,900,0,0,125.6903,6.3,14.502
14766,129.27,0,129.27,900,0,0,94.1768,6.35,14.489
14767,129.27,0,129.27,900,0,0,94.1768,6.4,14.477
14768,129.27,0,129.27,900,0,0,94.1768,6.45,14.466
14769,127.61,0,127.61,900,0,0,94.1768,6.5,14.454
