Umlauf,Dienste,Linie,Fahrtnummer,Betriebstage,Planungsbedingung,Typ,Fahrtart,Fahrzeugtypgruppe,Fahrzeugtyp,Beschreibung,von,Startzeit,von (Beschreibung),nach,Endzeit,nach (Beschreibung),Dauer,Meter,_source_order,start_min,end_min,dur_min,vehicle_type,consumption_wh_per_m,battery_capacity_kwh,trip_energy_kwh,_vehicle_fallback,start_hhmm,end_hhmm
"OW02EC1","OW02EC1, OW12EC1","700450","7004159","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWESANO2","12:11:00","Wels Noitzmühlstraße, Mast 2","OWENIDO2","12:36:00","Wels Nico-Dostal-Straße, Mast 2","00:25:00","7280","113","731","756","25","NGB/LB12","1.2","400","8.736","false","12:11","12:36"
"OW02EC1","OW02EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWESANO1","12:11:00","Wels Noitzmühlstraße, Mast 1","OWENZ_BP","12:11:00","Wels Noitzmühlstraße BP","00:00:00","0","114","731","731","0","NGB/LB12","1.2","400","0","false","12:11","12:11"
"OW02EC1","OW02EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENZ_BP","12:11:00","Wels Noitzmühlstraße BP","OWESANO2","12:11:00","Wels Noitzmühlstraße, Mast 2","00:00:00","0","115","731","731","0","NGB/LB12","1.2","400","0","false","12:11","12:11"
"OW02EC1","OW12EC1","700450","7004162","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENIDO1","12:36:00","Wels Nico-Dostal-Straße, Mast 1","OWESANO1","13:11:00","Wels Noitzmühlstraße, Mast 1","00:35:00","11910","116","756","791","35","NGB/LB12","1.2","400","14.292","false","12:36","13:11"
"OW02EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENIDO2","12:36:00","Wels Nico-Dostal-Straße, Mast 2","OWEDO_BP","12:36:00","Wels Nico-Dostal-Straße BP","00:00:00","0","117","756","756","0","NGB/LB12","1.2","400","0","false","12:36","12:36"
"OW02EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDO_BP","12:36:00","Wels Nico-Dostal-Straße BP","OWENIDO1","12:36:00","Wels Nico-Dostal-Straße, Mast 1","00:00:00","0","118","756","756","0","NGB/LB12","1.2","400","0","false","12:36","12:36"
"OW02EC1","OW12EC1","700450","7004167","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWESANO2","13:11:00","Wels Noitzmühlstraße, Mast 2","OWENIDO2","13:36:00","Wels Nico-Dostal-Straße, Mast 2","00:25:00","7280","119","791","816","25","NGB/LB12","1.2","400","8.736","false","13:11","13:36"
"OW02EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWESANO1","13:11:00","Wels Noitzmühlstraße, Mast 1","OWENZ_BP","13:11:00","Wels Noitzmühlstraße BP","00:00:00","0","120","791","791","0","NGB/LB12","1.2","400","0","false","13:11","13:11"
"OW02EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENZ_BP","13:11:00","Wels Noitzmühlstraße BP","OWESANO2","13:11:00","Wels Noitzmühlstraße, Mast 2","00:00:00","0","121","791","791","0","NGB/LB12","1.2","400","0","false","13:11","13:11"
"OW02EC1","OW12EC1","700450","7004176","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENIDO1","13:36:00","Wels Nico-Dostal-Straße, Mast 1","OWESANO1","14:11:00","Wels Noitzmühlstraße, Mast 1","00:35:00","11910","122","816","851","35","NGB/LB12","1.2","400","14.292","false","13:36","14:11"
"OW02EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENIDO2","13:36:00","Wels Nico-Dostal-Straße, Mast 2","OWEDO_BP","13:36:00","Wels Nico-Dostal-Straße BP","00:00:00","0","123","816","816","0","NGB/LB12","1.2","400","0","false","13:36","13:36"
"OW02EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDO_BP","13:36:00","Wels Nico-Dostal-Straße BP","OWENIDO1","13:36:00","Wels Nico-Dostal-Straße, Mast 1","00:00:00","0","124","816","816","0","NGB/LB12","1.2","400","0","false","13:36","13:36"
"OW02EC1","OW12EC1","700450","7004175","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWESANO2","14:11:00","Wels Noitzmühlstraße, Mast 2","OWENIDO2","14:36:00","Wels Nico-Dostal-Straße, Mast 2","00:25:00","7280","125","851","876","25","NGB/LB12","1.2","400","8.736","false","14:11","14:36"
"OW02EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWESANO1","14:11:00","Wels Noitzmühlstraße, Mast 1","OWENZ_BP","14:11:00","Wels Noitzmühlstraße BP","00:00:00","0","126","851","851","0","NGB/LB12","1.2","400","0","false","14:11","14:11"
"OW02EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENZ_BP","14:11:00","Wels Noitzmühlstraße BP","OWESANO2","14:11:00","Wels Noitzmühlstraße, Mast 2","00:00:00","0","127","851","851","0","NGB/LB12","1.2","400","0","false","14:11","14:11"
"OW02EC1","OW12EC1","700450","7004184","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENIDO1","14:36:00","Wels Nico-Dostal-Straße, Mast 1","OWESANO1","15:11:00","Wels Noitzmühlstraße, Mast 1","00:35:00","11910","128","876","911","35","NGB/LB12","1.2","400","14.292","false","14:36","15:11"
"OW02EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENIDO2","14:36:00","Wels Nico-Dostal-Straße, Mast 2","OWEDO_BP","14:36:00","Wels Nico-Dostal-Straße BP","00:00:00","0","129","876","876","0","NGB/LB12","1.2","400","0","false","14:36","14:36"
"OW02EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDO_BP","14:36:00","Wels Nico-Dostal-Straße BP","OWENIDO1","14:36:00","Wels Nico-Dostal-Straße, Mast 1","00:00:00","0","130","876","876","0","NGB/LB12","1.2","400","0","false","14:36","14:36"
"OW02EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWESANO1","15:11:00","Wels Noitzmühlstraße, Mast 1","OWENZ_BP","15:11:00","Wels Noitzmühlstraße BP","00:00:00","0","131","911","911","0","NGB/LB12","1.2","400","0","false","15:11","15:11"
"OW02EC1","OW12EC1","","","Alle Mo-Fr","OSchule","A","","GB","NGB/LB12","","OWENZ_BP","15:11:00","Wels Noitzmühlstraße BP","OWELS_A","15:16:00","VS Wels A","00:05:00","2481","132","911","916","5","NGB/LB12","1.2","400","2.9772","false","15:11","15:16"
"OW03EC1","OW12EC1","","","Alle Mo-Fr","OSchule","E","","GB","NGB/LB12","","OWELS_E","06:04:00","VS Wels E","OWELI_BP","06:15:00","Wels Klopstockgasse BP","00:11:00","4600","133","364","375","11","NGB/LB12","1.2","400","5.52","false","06:04","06:15"
"OW03EC1","OW12EC1","700350","7003108","Alle Mo-Fr","OSchule","L","L","GB","NGB/LB12","","OWELIGÜ1","06:15:00","Wels Klopstockgasse, Mast 1","OWEDIC1","06:18:00","Wels Dickerldorf, Mast 1","00:03:00","1370","134","375","378","3","NGB/LB12","1.2","400","1.644","false","06:15","06:18"
"OW03EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWELI_BP","06:15:00","Wels Klopstockgasse BP","OWELIGÜ1","06:15:00","Wels Klopstockgasse, Mast 1","00:00:00","0","135","375","375","0","NGB/LB12","1.2","400","0","false","06:15","06:15"
"OW03EC1","OW12EC1","700350","7003109","Alle Mo-Fr","OSchule","L","L","GB","NGB/LB12","","OWEDIC2","06:18:00","Wels Dickerldorf, Mast 2","OWEALK2","06:46:00","Wels Kreßstraße, Mast 2","00:28:00","8090","136","378","406","28","NGB/LB12","1.2","400","9.708","false","06:18","06:46"
"OW03EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDIC1","06:18:00","Wels Dickerldorf, Mast 1","OWEDI_BP","06:18:00","Wels Dickerldorf BP","00:00:00","0","137","378","378","0","NGB/LB12","1.2","400","0","false","06:18","06:18"
"OW03EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDI_BP","06:18:00","Wels Dickerldorf BP","OWEDIC2","06:18:00","Wels Dickerldorf, Mast 2","00:00:00","0","138","378","378","0","NGB/LB12","1.2","400","0","false","06:18","06:18"
"OW03EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEALK2","06:46:00","Wels Kreßstraße, Mast 2","OWEAL_BP","06:46:00","Wels Kreßstraße BP","00:00:00","0","139","406","406","0","NGB/LB12","1.2","400","0","false","06:46","06:46"
"OW03EC1","OW12EC1","700350","7003124","Alle Mo-Fr","OSchule","L","L","GB","NGB/LB12","","OWEALK1","06:50:00","Wels Kreßstraße, Mast 1","OWEDIC1","07:21:00","Wels Dickerldorf, Mast 1","00:31:00","8380","140","410","441","31","NGB/LB12","1.2","400","10.056","false","06:50","07:21"
"OW03EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEAL_BP","06:50:00","Wels Kreßstraße BP","OWEALK1","06:50:00","Wels Kreßstraße, Mast 1","00:00:00","0","141","410","410","0","NGB/LB12","1.2","400","0","false","06:50","06:50"
"OW03EC1","OW12EC1","700350","7003125","Alle Mo-Fr","OSchule","L","L","GB","NGB/LB12","","OWEDIC2","07:21:00","Wels Dickerldorf, Mast 2","OWEALK2","07:51:00","Wels Kreßstraße, Mast 2","00:30:00","8090","142","441","471","30","NGB/LB12","1.2","400","9.708","false","07:21","07:51"
"OW03EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDIC1","07:21:00","Wels Dickerldorf, Mast 1","OWEDI_BP","07:21:00","Wels Dickerldorf BP","00:00:00","0","143","441","441","0","NGB/LB12","1.2","400","0","false","07:21","07:21"
"OW03EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDI_BP","07:21:00","Wels Dickerldorf BP","OWEDIC2","07:21:00","Wels Dickerldorf, Mast 2","00:00:00","0","144","441","441","0","NGB/LB12","1.2","400","0","false","07:21","07:21"
"OW03EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEALK2","07:51:00","Wels Kreßstraße, Mast 2","OWEAL_BP","07:51:00","Wels Kreßstraße BP","00:00:00","0","145","471","471","0","NGB/LB12","1.2","400","0","false","07:51","07:51"
"OW03EC1","OW12EC1","700350","7003142","Alle Mo-Fr","OSchule","L","L","GB","NGB/LB12","","OWEALK1","07:53:00","Wels Kreßstraße, Mast 1","OWEDIC1","08:23:00","Wels Dickerldorf, Mast 1","00:30:00","7520","146","473","503","30","NGB/LB12","1.2","400","9.024","false","07:53","08:23"
"OW03EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEAL_BP","07:53:00","Wels Kreßstraße BP","OWEALK1","07:53:00","Wels Kreßstraße, Mast 1","00:00:00","0","147","473","473","0","NGB/LB12","1.2","400","0","false","07:53","07:53"
"OW03EC1","OW12EC1, OW04EC1","700350","7003137","Alle Mo-Fr","OSchule","L","L","GB","NGB/LB12","","OWEDIC2","08:23:00","Wels Dickerldorf, Mast 2","OWEALK2","08:51:00","Wels Kreßstraße, Mast 2","00:28:00","8090","148","503","531","28","NGB/LB12","1.2","400","9.708","false","08:23","08:51"
"OW03EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDIC1","08:23:00","Wels Dickerldorf, Mast 1","OWEDI_BP","08:23:00","Wels Dickerldorf BP","00:00:00","0","149","503","503","0","NGB/LB12","1.2","400","0","false","08:23","08:23"
"OW03EC1","OW12EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDI_BP","08:23:00","Wels Dickerldorf BP","OWEDIC2","08:23:00","Wels Dickerldorf, Mast 2","00:00:00","0","150","503","503","0","NGB/LB12","1.2","400","0","false","08:23","08:23"
"OW03EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEALK2","08:51:00","Wels Kreßstraße, Mast 2","OWEAL_BP","08:51:00","Wels Kreßstraße BP","00:00:00","0","151","531","531","0","NGB/LB12","1.2","400","0","false","08:51","08:51"
"OW03EC1","OW04EC1","700350","7003154","Alle Mo-Fr","OSchule","L","L","GB","NGB/LB12","","OWEALK1","08:53:00","Wels Kreßstraße, Mast 1","OWEDIC1","09:23:00","Wels Dickerldorf, Mast 1","00:30:00","7520","152","533","563","30","NGB/LB12","1.2","400","9.024","false","08:53","09:23"
"OW03EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEAL_BP","08:53:00","Wels Kreßstraße BP","OWEALK1","08:53:00","Wels Kreßstraße, Mast 1","00:00:00","0","153","533","533","0","NGB/LB12","1.2","400","0","false","08:53","08:53"
"OW03EC1","OW04EC1","700350","7003149","Alle Mo-Fr","OSchule","L","L","GB","NGB/LB12","","OWEDIC2","09:23:00","Wels Dickerldorf, Mast 2","OWEALK2","09:51:00","Wels Kreßstraße, Mast 2","00:28:00","8090","154","563","591","28","NGB/LB12","1.2","400","9.708","false","09:23","09:51"
"OW03EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDIC1","09:23:00","Wels Dickerldorf, Mast 1","OWEDI_BP","09:23:00","Wels Dickerldorf BP","00:00:00","0","155","563","563","0","NGB/LB12","1.2","400","0","false","09:23","09:23"
"OW03EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDI_BP","09:23:00","Wels Dickerldorf BP","OWEDIC2","09:23:00","Wels Dickerldorf, Mast 2","00:00:00","0","156","563","563","0","NGB/LB12","1.2","400","0","false","09:23","09:23"
"OW03EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEALK2","09:51:00","Wels Kreßstraße, Mast 2","OWEAL_BP","09:51:00","Wels Kreßstraße BP","00:00:00","0","157","591","591","0","NGB/LB12","1.2","400","0","false","09:51","09:51"
"OW03EC1","OW04EC1","700350","7003166","Alle Mo-Fr","OSchule","L","L","GB","NGB/LB12","","OWEALK1","09:53:00","Wels Kreßstraße, Mast 1","OWEDIC1","10:23:00","Wels Dickerldorf, Mast 1","00:30:00","7520","158","593","623","30","NGB/LB12","1.2","400","9.024","false","09:53","10:23"
"OW03EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEAL_BP","09:53:00","Wels Kreßstraße BP","OWEALK1","09:53:00","Wels Kreßstraße, Mast 1","00:00:00","0","159","593","593","0","NGB/LB12","1.2","400","0","false","09:53","09:53"
"OW03EC1","OW04EC1, OW18EC1","700350","7003161","Alle Mo-Fr","OSchule","L","L","GB","NGB/LB12","","OWEDIC2","10:23:00","Wels Dickerldorf, Mast 2","OWEALK2","10:51:00","Wels Kreßstraße, Mast 2","00:28:00","8090","160","623","651","28","NGB/LB12","1.2","400","9.708","false","10:23","10:51"
"OW03EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDIC1","10:23:00","Wels Dickerldorf, Mast 1","OWEDI_BP","10:23:00","Wels Dickerldorf BP","00:00:00","0","161","623","623","0","NGB/LB12","1.2","400","0","false","10:23","10:23"
"OW03EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDI_BP","10:23:00","Wels Dickerldorf BP","OWEDIC2","10:23:00","Wels Dickerldorf, Mast 2","00:00:00","0","162","623","623","0","NGB/LB12","1.2","400","0","false","10:23","10:23"
"OW03EC1","OW18EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEALK2","10:51:00","Wels Kreßstraße, Mast 2","OWEAL_BP","10:51:00","Wels Kreßstraße BP","00:00:00","0","163","651","651","0","NGB/LB12","1.2","400","0","false","10:51","10:51"
"OW03EC1","OW18EC1","700350","7003178","Alle Mo-Fr","OSchule","L","L","GB","NGB/LB12","","OWEALK1","10:53:00","Wels Kreßstraße, Mast 1","OWEDIC1","11:23:00","Wels Dickerldorf, Mast 1","00:30:00","7520","164","653","683","30","NGB/LB12","1.2","400","9.024","false","10:53","11:23"
"OW03EC1","OW18EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEAL_BP","10:53:00","Wels Kreßstraße BP","OWEALK1","10:53:00","Wels Kreßstraße, Mast 1","00:00:00","0","165","653","653","0","NGB/LB12","1.2","400","0","false","10:53","10:53"
