Umlauf,Dienste,Linie,Fahrtnummer,Betriebstage,Planungsbedingung,Typ,Fahrtart,Fahrzeugtypgruppe,Fahrzeugtyp,Beschreibung,von,Startzeit,von (Beschreibung),nach,Endzeit,nach (Beschreibung),Dauer,Meter,_source_order,start_min,end_min,dur_min,vehicle_type,consumption_wh_per_m,battery_capacity_kwh,trip_energy_kwh,_vehicle_fallback,start_hhmm,end_hhmm
"OW17EC1","OW32EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEAL_BP","19:38:00","Wels Kreßstraße BP","OWEALK1","19:38:00","Wels Kreßstraße, Mast 1","00:00:00","0","1219","1178","1178","0","LB12","1.2","450","0","false","19:38","19:38"
"OW17EC1","OW32EC1","700350","7003276","Alle Mo-Fr","","L","L","LB","LB12","","OWEALK1","19:38:00","Wels Kreßstraße, Mast 1","OWEDIC1","20:10:00","Wels Dickerldorf, Mast 1","00:32:00","8380","1220","1178","1210","32","LB12","1.2","450","10.056","false","19:38","20:10"
"OW17EC1","OW32EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEDIC1","20:10:00","Wels Dickerldorf, Mast 1","OWEDI_BP","20:10:00","Wels Dickerldorf BP","00:00:00","0","1221","1210","1210","0","LB12","1.2","450","0","false","20:10","20:10"
"OW17EC1","OW32EC1","","","Alle Mo-Fr","OSchule","A","","LB","LB12","","OWEDI_BP","20:10:00","Wels Dickerldorf BP","OWELS_A","20:23:00","VS Wels A","00:13:00","5800","1222","1210","1223","13","LB12","1.2","450","6.96","false","20:10","20:23"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","E","","LB","LB12","","OWELS_E","05:21:00","VS Wels E","OWEBP_BP","05:24:00","Wels Porzellangasse BP","00:03:00","1137","1223","321","324","3","LB12","1.2","450","1.3644","false","05:21","05:24"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBP_BP","05:24:00","Wels Porzellangasse BP","OWEBIPO2","05:24:00","Wels Porzellangasse, Mast 2","00:00:00","0","1224","324","324","0","LB12","1.2","450","0","false","05:24","05:24"
"OW18EC1","OW06EC1","700250","7002101","Alle Mo-Fr","","L","L","LB","LB12","","OWEBIPO2","05:24:00","Wels Porzellangasse, Mast 2","OWEFLE2","05:27:00","Wels Flemingstraße, Mast 2","00:03:00","800","1225","324","327","3","LB12","1.2","450","0.96","false","05:24","05:27"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFLE2","05:27:00","Wels Flemingstraße, Mast 2","OWEFS_BP","05:27:00","Wels Flemingstraße BP","00:00:00","0","1226","327","327","0","LB12","1.2","450","0","false","05:27","05:27"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFS_BP","05:29:00","Wels Flemingstraße BP","OWEFLE1","05:29:00","Wels Flemingstraße, Mast 1","00:00:00","0","1227","329","329","0","LB12","1.2","450","0","false","05:29","05:29"
"OW18EC1","OW06EC1","700250","7002100","Alle Mo-Fr","","L","L","LB","LB12","","OWEFLE1","05:29:00","Wels Flemingstraße, Mast 1","OWEBIL1","06:01:00","Wels Billingerstraße, Mast 1","00:32:00","8700","1228","329","361","32","LB12","1.2","450","10.44","false","05:29","06:01"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBIL1","06:01:00","Wels Billingerstraße, Mast 1","OWEBI_BP","06:01:00","Wels Billingerstraße BP","00:00:00","0","1229","361","361","0","LB12","1.2","450","0","false","06:01","06:01"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBI_BP","06:01:00","Wels Billingerstraße BP","OWEBIL2","06:01:00","Wels Billingerstraße, Mast 2","00:00:00","0","1230","361","361","0","LB12","1.2","450","0","false","06:01","06:01"
"OW18EC1","OW06EC1","700250","7002109","Alle Mo-Fr","","L","L","LB","LB12","","OWEBIL2","06:01:00","Wels Billingerstraße, Mast 2","OWEFLE2","06:30:00","Wels Flemingstraße, Mast 2","00:29:00","7800","1231","361","390","29","LB12","1.2","450","9.36","false","06:01","06:30"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFLE2","06:30:00","Wels Flemingstraße, Mast 2","OWEFS_BP","06:30:00","Wels Flemingstraße BP","00:00:00","0","1232","390","390","0","LB12","1.2","450","0","false","06:30","06:30"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFS_BP","06:33:00","Wels Flemingstraße BP","OWEFLE1","06:33:00","Wels Flemingstraße, Mast 1","00:00:00","0","1233","393","393","0","LB12","1.2","450","0","false","06:33","06:33"
"OW18EC1","OW06EC1","700250","7002108","Alle Mo-Fr","","L","L","LB","LB12","","OWEFLE1","06:33:00","Wels Flemingstraße, Mast 1","OWENETI1","07:04:00","Wels Machstraße, Mast 1","00:31:00","7820","1234","393","424","31","LB12","1.2","450","9.384","false","06:33","07:04"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENETI1","07:04:00","Wels Machstraße, Mast 1","OWENE_BP","07:04:00","Wels Machstraße BP","00:00:00","0","1235","424","424","0","LB12","1.2","450","0","false","07:04","07:04"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENE_BP","07:04:00","Wels Machstraße BP","OWENETI2","07:04:00","Wels Machstraße, Mast 2","00:00:00","0","1236","424","424","0","LB12","1.2","450","0","false","07:04","07:04"
"OW18EC1","OW06EC1","700250","7002125","Alle Mo-Fr","","L","L","LB","LB12","","OWENETI2","07:04:00","Wels Machstraße, Mast 2","OWEFLE2","07:35:00","Wels Flemingstraße, Mast 2","00:31:00","7030","1237","424","455","31","LB12","1.2","450","8.436","false","07:04","07:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFLE2","07:35:00","Wels Flemingstraße, Mast 2","OWEFS_BP","07:35:00","Wels Flemingstraße BP","00:00:00","0","1238","455","455","0","LB12","1.2","450","0","false","07:35","07:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFS_BP","07:38:00","Wels Flemingstraße BP","OWEFLE1","07:38:00","Wels Flemingstraße, Mast 1","00:00:00","0","1239","458","458","0","LB12","1.2","450","0","false","07:38","07:38"
"OW18EC1","OW06EC1","700250","7002124","Alle Mo-Fr","","L","L","LB","LB12","","OWEFLE1","07:38:00","Wels Flemingstraße, Mast 1","OWENETI1","08:09:00","Wels Machstraße, Mast 1","00:31:00","7820","1240","458","489","31","LB12","1.2","450","9.384","false","07:38","08:09"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENETI1","08:09:00","Wels Machstraße, Mast 1","OWENE_BP","08:09:00","Wels Machstraße BP","00:00:00","0","1241","489","489","0","LB12","1.2","450","0","false","08:09","08:09"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENE_BP","08:09:00","Wels Machstraße BP","OWENETI2","08:09:00","Wels Machstraße, Mast 2","00:00:00","0","1242","489","489","0","LB12","1.2","450","0","false","08:09","08:09"
"OW18EC1","OW06EC1","700250","7002135","Alle Mo-Fr","","L","L","LB","LB12","","OWENETI2","08:09:00","Wels Machstraße, Mast 2","OWEFLE2","08:35:00","Wels Flemingstraße, Mast 2","00:26:00","7030","1243","489","515","26","LB12","1.2","450","8.436","false","08:09","08:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFLE2","08:35:00","Wels Flemingstraße, Mast 2","OWEFS_BP","08:35:00","Wels Flemingstraße BP","00:00:00","0","1244","515","515","0","LB12","1.2","450","0","false","08:35","08:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFS_BP","08:38:00","Wels Flemingstraße BP","OWEFLE1","08:38:00","Wels Flemingstraße, Mast 1","00:00:00","0","1245","518","518","0","LB12","1.2","450","0","false","08:38","08:38"
"OW18EC1","OW06EC1, OW40EC1","700250","7002134","Alle Mo-Fr","","L","L","LB","LB12","","OWEFLE1","08:38:00","Wels Flemingstraße, Mast 1","OWENETI1","09:09:00","Wels Machstraße, Mast 1","00:31:00","7820","1246","518","549","31","LB12","1.2","450","9.384","false","08:38","09:09"
"OW18EC1","OW40EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENETI1","09:09:00","Wels Machstraße, Mast 1","OWENE_BP","09:09:00","Wels Machstraße BP","00:00:00","0","1247","549","549","0","LB12","1.2","450","0","false","09:09","09:09"
"OW18EC1","OW40EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENE_BP","09:09:00","Wels Machstraße BP","OWENETI2","09:09:00","Wels Machstraße, Mast 2","00:00:00","0","1248","549","549","0","LB12","1.2","450","0","false","09:09","09:09"
"OW18EC1","OW40EC1","700250","7002145","Alle Mo-Fr","","L","L","LB","LB12","","OWENETI2","09:09:00","Wels Machstraße, Mast 2","OWEFLE2","09:35:00","Wels Flemingstraße, Mast 2","00:26:00","7030","1249","549","575","26","LB12","1.2","450","8.436","false","09:09","09:35"
"OW18EC1","OW40EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFLE2","09:35:00","Wels Flemingstraße, Mast 2","OWEFS_BP","09:35:00","Wels Flemingstraße BP","00:00:00","0","1250","575","575","0","LB12","1.2","450","0","false","09:35","09:35"
"OW18EC1","OW40EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFS_BP","09:38:00","Wels Flemingstraße BP","OWEFLE1","09:38:00","Wels Flemingstraße, Mast 1","00:00:00","0","1251","578","578","0","LB12","1.2","450","0","false","09:38","09:38"
"OW18EC1","OW40EC1","700250","7002144","Alle Mo-Fr","","L","L","LB","LB12","","OWEFLE1","09:38:00","Wels Flemingstraße, Mast 1","OWENETI1","10:09:00","Wels Machstraße, Mast 1","00:31:00","7820","1252","578","609","31","LB12","1.2","450","9.384","false","09:38","10:09"
"OW18EC1","OW40EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENETI1","10:09:00","Wels Machstraße, Mast 1","OWENE_BP","10:09:00","Wels Machstraße BP","00:00:00","0","1253","609","609","0","LB12","1.2","450","0","false","10:09","10:09"
"OW18EC1","OW40EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENE_BP","10:09:00","Wels Machstraße BP","OWENETI2","10:09:00","Wels Machstraße, Mast 2","00:00:00","0","1254","609","609","0","LB12","1.2","450","0","false","10:09","10:09"
"OW18EC1","OW40EC1, OW06EC1","700250","7002155","Alle Mo-Fr","","L","L","LB","LB12","","OWENETI2","10:09:00","Wels Machstraße, Mast 2","OWEFLE2","10:35:00","Wels Flemingstraße, Mast 2","00:26:00","7030","1255","609","635","26","LB12","1.2","450","8.436","false","10:09","10:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFLE2","10:35:00","Wels Flemingstraße, Mast 2","OWEFS_BP","10:35:00","Wels Flemingstraße BP","00:00:00","0","1256","635","635","0","LB12","1.2","450","0","false","10:35","10:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFS_BP","10:38:00","Wels Flemingstraße BP","OWEFLE1","10:38:00","Wels Flemingstraße, Mast 1","00:00:00","0","1257","638","638","0","LB12","1.2","450","0","false","10:38","10:38"
"OW18EC1","OW06EC1","700250","7002154","Alle Mo-Fr","","L","L","LB","LB12","","OWEFLE1","10:38:00","Wels Flemingstraße, Mast 1","OWENETI1","11:09:00","Wels Machstraße, Mast 1","00:31:00","7820","1258","638","669","31","LB12","1.2","450","9.384","false","10:38","11:09"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENETI1","11:09:00","Wels Machstraße, Mast 1","OWENE_BP","11:09:00","Wels Machstraße BP","00:00:00","0","1259","669","669","0","LB12","1.2","450","0","false","11:09","11:09"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENE_BP","11:09:00","Wels Machstraße BP","OWENETI2","11:09:00","Wels Machstraße, Mast 2","00:00:00","0","1260","669","669","0","LB12","1.2","450","0","false","11:09","11:09"
"OW18EC1","OW06EC1","700250","7002165","Alle Mo-Fr","","L","L","LB","LB12","","OWENETI2","11:09:00","Wels Machstraße, Mast 2","OWEFLE2","11:35:00","Wels Flemingstraße, Mast 2","00:26:00","7030","1261","669","695","26","LB12","1.2","450","8.436","false","11:09","11:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFLE2","11:35:00","Wels Flemingstraße, Mast 2","OWEFS_BP","11:35:00","Wels Flemingstraße BP","00:00:00","0","1262","695","695","0","LB12","1.2","450","0","false","11:35","11:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFS_BP","11:38:00","Wels Flemingstraße BP","OWEFLE1","11:38:00","Wels Flemingstraße, Mast 1","00:00:00","0","1263","698","698","0","LB12","1.2","450","0","false","11:38","11:38"
"OW18EC1","OW06EC1","700250","7002164","Alle Mo-Fr","","L","L","LB","LB12","","OWEFLE1","11:38:00","Wels Flemingstraße, Mast 1","OWENETI1","12:09:00","Wels Machstraße, Mast 1","00:31:00","7820","1264","698","729","31","LB12","1.2","450","9.384","false","11:38","12:09"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENETI1","12:09:00","Wels Machstraße, Mast 1","OWENE_BP","12:09:00","Wels Machstraße BP","00:00:00","0","1265","729","729","0","LB12","1.2","450","0","false","12:09","12:09"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENE_BP","12:09:00","Wels Machstraße BP","OWENETI2","12:09:00","Wels Machstraße, Mast 2","00:00:00","0","1266","729","729","0","LB12","1.2","450","0","false","12:09","12:09"
"OW18EC1","OW06EC1, OW15EC1","700250","7002175","Alle Mo-Fr","","L","L","LB","LB12","","OWENETI2","12:09:00","Wels Machstraße, Mast 2","OWEFLE2","12:35:00","Wels Flemingstraße, Mast 2","00:26:00","7030","1267","729","755","26","LB12","1.2","450","8.436","false","12:09","12:35"
"OW18EC1","OW15EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFLE2","12:35:00","Wels Flemingstraße, Mast 2","OWEFS_BP","12:35:00","Wels Flemingstraße BP","00:00:00","0","1268","755","755","0","LB12","1.2","450","0","false","12:35","12:35"
"OW18EC1","OW15EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFS_BP","12:38:00","Wels Flemingstraße BP","OWEFLE1","12:38:00","Wels Flemingstraße, Mast 1","00:00:00","0","1269","758","758","0","LB12","1.2","450","0","false","12:38","12:38"
"OW18EC1","OW15EC1","700250","7002174","Alle Mo-Fr","","L","L","LB","LB12","","OWEFLE1","12:38:00","Wels Flemingstraße, Mast 1","OWENETI1","13:09:00","Wels Machstraße, Mast 1","00:31:00","7820","1270","758","789","31","LB12","1.2","450","9.384","false","12:38","13:09"
"OW18EC1","OW15EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENETI1","13:09:00","Wels Machstraße, Mast 1","OWENE_BP","13:09:00","Wels Machstraße BP","00:00:00","0","1271","789","789","0","LB12","1.2","450","0","false","13:09","13:09"
"OW18EC1","OW15EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENE_BP","13:09:00","Wels Machstraße BP","OWENETI2","13:09:00","Wels Machstraße, Mast 2","00:00:00","0","1272","789","789","0","LB12","1.2","450","0","false","13:09","13:09"
"OW18EC1","OW15EC1","700250","7002185","Alle Mo-Fr","","L","L","LB","LB12","","OWENETI2","13:09:00","Wels Machstraße, Mast 2","OWEFLE2","13:35:00","Wels Flemingstraße, Mast 2","00:26:00","7030","1273","789","815","26","LB12","1.2","450","8.436","false","13:09","13:35"
"OW18EC1","OW15EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFLE2","13:35:00","Wels Flemingstraße, Mast 2","OWEFS_BP","13:35:00","Wels Flemingstraße BP","00:00:00","0","1274","815","815","0","LB12","1.2","450","0","false","13:35","13:35"
"OW18EC1","OW15EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFS_BP","13:38:00","Wels Flemingstraße BP","OWEFLE1","13:38:00","Wels Flemingstraße, Mast 1","00:00:00","0","1275","818","818","0","LB12","1.2","450","0","false","13:38","13:38"
"OW18EC1","OW15EC1, OW06EC1","700250","7002184","Alle Mo-Fr","","L","L","LB","LB12","","OWEFLE1","13:38:00","Wels Flemingstraße, Mast 1","OWENETI1","14:09:00","Wels Machstraße, Mast 1","00:31:00","7820","1276","818","849","31","LB12","1.2","450","9.384","false","13:38","14:09"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENETI1","14:09:00","Wels Machstraße, Mast 1","OWENE_BP","14:09:00","Wels Machstraße BP","00:00:00","0","1277","849","849","0","LB12","1.2","450","0","false","14:09","14:09"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENE_BP","14:09:00","Wels Machstraße BP","OWENETI2","14:09:00","Wels Machstraße, Mast 2","00:00:00","0","1278","849","849","0","LB12","1.2","450","0","false","14:09","14:09"
"OW18EC1","OW06EC1","700250","7002195","Alle Mo-Fr","","L","L","LB","LB12","","OWENETI2","14:09:00","Wels Machstraße, Mast 2","OWEFLE2","14:35:00","Wels Flemingstraße, Mast 2","00:26:00","7030","1279","849","875","26","LB12","1.2","450","8.436","false","14:09","14:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFLE2","14:35:00","Wels Flemingstraße, Mast 2","OWEFS_BP","14:35:00","Wels Flemingstraße BP","00:00:00","0","1280","875","875","0","LB12","1.2","450","0","false","14:35","14:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFS_BP","14:38:00","Wels Flemingstraße BP","OWEFLE1","14:38:00","Wels Flemingstraße, Mast 1","00:00:00","0","1281","878","878","0","LB12","1.2","450","0","false","14:38","14:38"
"OW18EC1","OW06EC1","700250","7002194","Alle Mo-Fr","","L","L","LB","LB12","","OWEFLE1","14:38:00","Wels Flemingstraße, Mast 1","OWENETI1","15:09:00","Wels Machstraße, Mast 1","00:31:00","7820","1282","878","909","31","LB12","1.2","450","9.384","false","14:38","15:09"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENETI1","15:09:00","Wels Machstraße, Mast 1","OWENE_BP","15:09:00","Wels Machstraße BP","00:00:00","0","1283","909","909","0","LB12","1.2","450","0","false","15:09","15:09"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENE_BP","15:09:00","Wels Machstraße BP","OWENETI2","15:09:00","Wels Machstraße, Mast 2","00:00:00","0","1284","909","909","0","LB12","1.2","450","0","false","15:09","15:09"
"OW18EC1","OW06EC1","700250","7002205","Alle Mo-Fr","","L","L","LB","LB12","","OWENETI2","15:09:00","Wels Machstraße, Mast 2","OWEFLE2","15:35:00","Wels Flemingstraße, Mast 2","00:26:00","7030","1285","909","935","26","LB12","1.2","450","8.436","false","15:09","15:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFLE2","15:35:00","Wels Flemingstraße, Mast 2","OWEFS_BP","15:35:00","Wels Flemingstraße BP","00:00:00","0","1286","935","935","0","LB12","1.2","450","0","false","15:35","15:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFS_BP","15:38:00","Wels Flemingstraße BP","OWEFLE1","15:38:00","Wels Flemingstraße, Mast 1","00:00:00","0","1287","938","938","0","LB12","1.2","450","0","false","15:38","15:38"
"OW18EC1","OW06EC1","700250","7002204","Alle Mo-Fr","","L","L","LB","LB12","","OWEFLE1","15:38:00","Wels Flemingstraße, Mast 1","OWENETI1","16:09:00","Wels Machstraße, Mast 1","00:31:00","7820","1288","938","969","31","LB12","1.2","450","9.384","false","15:38","16:09"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENETI1","16:09:00","Wels Machstraße, Mast 1","OWENE_BP","16:09:00","Wels Machstraße BP","00:00:00","0","1289","969","969","0","LB12","1.2","450","0","false","16:09","16:09"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENE_BP","16:09:00","Wels Machstraße BP","OWENETI2","16:09:00","Wels Machstraße, Mast 2","00:00:00","0","1290","969","969","0","LB12","1.2","450","0","false","16:09","16:09"
"OW18EC1","OW06EC1","700250","7002215","Alle Mo-Fr","","L","L","LB","LB12","","OWENETI2","16:09:00","Wels Machstraße, Mast 2","OWEFLE2","16:35:00","Wels Flemingstraße, Mast 2","00:26:00","7030","1291","969","995","26","LB12","1.2","450","8.436","false","16:09","16:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFLE2","16:35:00","Wels Flemingstraße, Mast 2","OWEFS_BP","16:35:00","Wels Flemingstraße BP","00:00:00","0","1292","995","995","0","LB12","1.2","450","0","false","16:35","16:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFS_BP","16:38:00","Wels Flemingstraße BP","OWEFLE1","16:38:00","Wels Flemingstraße, Mast 1","00:00:00","0","1293","998","998","0","LB12","1.2","450","0","false","16:38","16:38"
"OW18EC1","OW06EC1","700250","7002214","Alle Mo-Fr","","L","L","LB","LB12","","OWEFLE1","16:38:00","Wels Flemingstraße, Mast 1","OWENETI1","17:09:00","Wels Machstraße, Mast 1","00:31:00","7820","1294","998","1029","31","LB12","1.2","450","9.384","false","16:38","17:09"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENETI1","17:09:00","Wels Machstraße, Mast 1","OWENE_BP","17:09:00","Wels Machstraße BP","00:00:00","0","1295","1029","1029","0","LB12","1.2","450","0","false","17:09","17:09"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWENE_BP","17:09:00","Wels Machstraße BP","OWENETI2","17:09:00","Wels Machstraße, Mast 2","00:00:00","0","1296","1029","1029","0","LB12","1.2","450","0","false","17:09","17:09"
"OW18EC1","OW06EC1","700250","7002227","Alle Mo-Fr","","L","L","LB","LB12","","OWENETI2","17:09:00","Wels Machstraße, Mast 2","OWEFLE2","17:35:00","Wels Flemingstraße, Mast 2","00:26:00","7030","1297","1029","1055","26","LB12","1.2","450","8.436","false","17:09","17:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFLE2","17:35:00","Wels Flemingstraße, Mast 2","OWEFS_BP","17:35:00","Wels Flemingstraße BP","00:00:00","0","1298","1055","1055","0","LB12","1.2","450","0","false","17:35","17:35"
"OW18EC1","OW06EC1","","","Alle Mo-Fr","OSchule","A","","LB","LB12","","OWEFS_BP","17:35:00","Wels Flemingstraße BP","OWELS_A","17:38:00","VS Wels A","00:03:00","1335","1299","1055","1058","3","LB12","1.2","450","1.602","false","17:35","17:38"
"OW19EC1","OW28EC1","","","Alle Mo-Fr","OSchule","E","","LB","LB12","","OWELS_E","07:08:00","VS Wels E","OWEBP_BP","07:11:00","Wels Porzellangasse BP","00:03:00","1137","1300","428","431","3","LB12","1.2","450","1.3644","false","07:08","07:11"
"OW19EC1","OW28EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBP_BP","07:11:00","Wels Porzellangasse BP","OWEBIPO2","07:11:00","Wels Porzellangasse, Mast 2","00:00:00","0","1301","431","431","0","LB12","1.2","450","0","false","07:11","07:11"
"OW19EC1","OW28EC1","700250","7002119","Alle Mo-Fr","OSchule","L","L","LB","LB12","","OWEBIPO2","07:11:00","Wels Porzellangasse, Mast 2","OWEFLE2","07:14:00","Wels Flemingstraße, Mast 2","00:03:00","800","1302","431","434","3","LB12","1.2","450","0.96","false","07:11","07:14"
"OW19EC1","OW28EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFLE2","07:14:00","Wels Flemingstraße, Mast 2","OWEFS_BP","07:14:00","Wels Flemingstraße BP","00:00:00","0","1303","434","434","0","LB12","1.2","450","0","false","07:14","07:14"
"OW19EC1","OW28EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEFS_BP","07:15:00","Wels Flemingstraße BP","OWEFLE1","07:15:00","Wels Flemingstraße, Mast 1","00:00:00","0","1304","435","435","0","LB12","1.2","450","0","false","07:15","07:15"
"OW19EC1","OW28EC1","700250","7002118","Alle Mo-Fr","OSchule","L","L","LB","LB12","","OWEFLE1","07:15:00","Wels Flemingstraße, Mast 1","OWEKJ1","07:26:00","Wels Kaiser-Josef-Platz (Rainerstraße), Mast 1","00:11:00","3200","1305","435","446","11","LB12","1.2","450","3.84","false","07:15","07:26"
"OW19EC1","OW28EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEKJ1","07:26:00","Wels Kaiser-Josef-Platz (Rainerstraße), Mast 1","OWEKJ_BP","07:26:00","Wels Kaiser-Josef-Platz (Rainerstraße) BP","00:00:00","0","1306","446","446","0","LB12","1.2","450","0","false","07:26","07:26"
"OW19EC1","OW28EC1","","","Alle Mo-Fr","OSchule","B","","LB","LB12","","OWEKJ_BP","07:26:00","Wels Kaiser-Josef-Platz (Rainerstraße) BP","OWBFN_BP","07:30:00","Wels Hbf (Neustadt) ^953 BP","00:04:00","1200","1307","446","450","4","LB12","1.2","450","1.44","false","07:26","07:30"
"OW19EC1","OW28EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWBFN_BP","07:35:00","Wels Hbf (Neustadt) ^953 BP","OWBFNEU2","07:35:00","Wels Hbf (Neustadt) ^953, Bussteig D2","00:00:00","0","1308","455","455","0","LB12","1.2","450","0","false","07:35","07:35"
"OW19EC1","OW28EC1","700450","7004119","Alle Mo-Fr","OSchule","L","L","LB","LB12","","OWBFNEU2","07:35:00","Wels Hbf (Neustadt) ^953, Bussteig D2","OWEGYMW1","07:37:00","Wels Wallerer Straße/Schulzentrum, Mast 1","00:02:00","780","1309","455","457","2","LB12","1.2","450","0.936","false","07:35","07:37"
"OW19EC1","OW28EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEGYMW1","07:37:00","Wels Wallerer Straße/Schulzentrum, Mast 1","OWLSY_BP","07:37:00","Wels Wallerer Straße/Schulzentrum BP","00:00:00","0","1310","457","457","0","LB12","1.2","450","0","false","07:37","07:37"
"OW19EC1","OW28EC1","","","Alle Mo-Fr","OSchule","B","","LB","LB12","","OWLSY_BP","07:37:00","Wels Wallerer Straße/Schulzentrum BP","OWEDI_BP","07:45:00","Wels Dickerldorf BP","00:08:00","4100","1311","457","465","8","LB12","1.2","450","4.92","false","07:37","07:45"
"OW19EC1","OW28EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEDI_BP","07:53:00","Wels Dickerldorf BP","OWEDIC2","07:53:00","Wels Dickerldorf, Mast 2","00:00:00","0","1312","473","473","0","LB12","1.2","450","0","false","07:53","07:53"
"OW19EC1","OW28EC1","700350","7003133","Alle Mo-Fr","","L","L","LB","LB12","","OWEDIC2","07:53:00","Wels Dickerldorf, Mast 2","OWEALK2","08:21:00","Wels Kreßstraße, Mast 2","00:28:00","8090","1313","473","501","28","LB12","1.2","450","9.708","false","07:53","08:21"
